"","logFC","AveExpr","t","P.Value","adj.P.Val","B","probe.id","symbols"
"84263_at",1.08645481582396,6.91961596686044,4.12382848364026,0.000363989300191528,0.00359669890261614,0.11906533322478,"84263_at","HSDL2"
"5587_at",1.08551902440009,8.00342466078983,4.57209102940939,0.000114503306455526,0.00191291728155585,1.21231430774192,"5587_at","PRKD1"
"201633_at",-1.08520266467999,4.86965278975618,-6.28637428174657,1.44854635708126e-06,0.000405705492675837,5.35230271158872,"201633_at","TIGIT"
"84267_at",1.08503221871562,7.87496549601577,4.70478532576743,8.12494476815646e-05,0.00162970387075129,1.53730194257369,"84267_at","C9orf64"
"51575_at",1.08313537268402,6.70481800527015,4.12828039350925,0.000359847392128345,0.00356954672172253,0.129860225029685,"51575_at","ESF1"
"55791_at",1.08159962895385,6.49001371849075,3.65441471061596,0.00120529319401166,0.00736552081925263,-1.00642018954636,"55791_at","LRIF1"
"29092_at",1.07846290723958,8.15675039794536,4.55382383564995,0.000120040573795863,0.00195657673546533,1.16759689550965,"29092_at","LINC00339"
"1036_at",1.07840721576047,7.33878111180343,3.48575731784529,0.00184153099667283,0.00963522884695946,-1.40244930989385,"1036_at","CDO1"
"55536_at",1.0781419931257,6.9434359220324,3.54754194289413,0.00157745373123115,0.00875010398858384,-1.2580118541857,"55536_at","CDCA7L"
"79968_at",1.07777300855506,4.53211880909135,5.15699667840916,2.52951734053945e-05,0.001021465813788,2.64373597734976,"79968_at","WDR76"
"4925_at",1.07699244549785,7.55028900787105,3.7773367872078,0.000882804826152757,0.00606172605153922,-0.714593643084138,"4925_at","NUCB2"
"1633_at",1.07629511546422,7.14284307021971,5.32262426149035,1.65307790355719e-05,0.000874637447101056,3.0471922533621,"1633_at","DCK"
"554235_at",-1.07602007054508,6.53460092644632,-5.68220991626732,6.60383760668555e-06,0.000626939221968582,3.91705496804748,"554235_at","ASPDH"
"51309_at",1.07553486865455,9.0862184761621,4.77889939087501,6.70838245335718e-05,0.00148200702496925,1.71886587066053,"51309_at","ARMCX1"
"55171_at",1.07468332731385,7.04729796021502,5.44928398359053,1.19531420747644e-05,0.000753378960798379,3.35465170795252,"55171_at","TBCCD1"
"8540_at",1.07426005659602,6.96936224694813,4.46564953766457,0.000150766736151397,0.00220011449052027,0.951872139685754,"8540_at","AGPS"
"51365_at",1.07425143524117,6.40587714422568,2.92874128252755,0.00718893351535393,0.0249420925014414,-2.66165596030109,"51365_at","PLA1A"
