disease_name,disease_id,match_type,q_threshold,tahoe_hits_count,cmap_hits_count,common_hits_count,known_drugs_in_database_count,known_drugs_available_in_cmap_count,known_drugs_available_in_tahoe_count,tahoe_in_known_count,cmap_in_known_count,common_in_known_count,total_in_known_count,phase_0.5,phase_1.0,phase_2.0,phase_3.0,phase_4.0,"status_Active, not recruiting",status_Completed,status_Enrolling by invitation,status_Not yet recruiting,status_Recruiting,status_Suspended,status_Terminated,status_Unknown,status_Unknown status,status_Withdrawn
lung adenocarcinoma,EFO_0000571,name,0.05,146,231,3,466,6,13,10,2,0,12,1.0,8.0,13.0,6.0,0.0,1.0,13.0,0.0,0.0,2.0,0.0,9.0,0.0,2.0,1.0
Teratospermia,HP_0012864,synonym,0.05,41,48,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
androgen insensitivity syndrome,MONDO_0019154,name,0.05,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIV encephalitis,EFO_0002608,synonym,0.05,274,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anemia,MONDO_0002280,name,0.05,259,190,9,243,5,3,3,2,0,5,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Huntington's disease,MONDO_0007739,synonym,0.05,0,0,0,240,11,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
type 2 diabetes mellitus,MONDO_0005148,name,0.05,311,721,27,2321,56,21,14,31,3,42,4.0,36.0,29.0,50.0,20.0,9.0,58.0,3.0,10.0,10.0,4.0,18.0,6.0,12.0,9.0
Hypoxia,EFO_0009444,name,0.05,282,80,2,153,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liver cirrhosis,EFO_0001422,synonym,0.05,21,49,1,727,20,10,1,1,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
allergic contact dermatitis,EFO_1000668,name,0.05,311,114,4,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myocardial infarction,EFO_0000612,name,0.05,319,122,5,1312,30,13,11,2,0,13,0.0,0.0,6.0,6.0,8.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,0.0
Psoriasis vulgaris,EFO_1001494,name,0.05,312,237,11,658,6,7,7,1,1,7,1.0,3.0,4.0,2.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
alcohol abuse,MONDO_0002046,name,0.05,0,7,0,131,7,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monoclonal gammopathy of uncertain significance,EFO_0000203,synonym,0.05,292,258,11,33,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colon cancer,EFO_1001950,synonym,0.05,224,94,4,159,2,5,4,0,0,4,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hepatitis C,EFO_0003047,synonym,0.05,36,62,0,648,15,7,0,2,0,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Squamous cell carcinoma of mouth,EFO_0000199,synonym,0.05,379,1140,54,401,7,8,8,7,3,12,1.0,1.0,13.0,4.0,0.0,4.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0
Vulvar intraepithelial tumor,EFO_0002627,synonym,0.05,244,294,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bronchopulmonary dysplasia,MONDO_0019091,name,0.05,146,27,0,448,6,4,2,1,0,3,0.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Setleis syndrome,MONDO_0013996,synonym,0.05,149,304,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psoriasis,EFO_0000676,name,0.05,332,58,1,1473,24,15,14,1,0,15,2.0,10.0,15.0,10.0,22.0,1.0,31.0,0.0,3.0,6.0,0.0,3.0,7.0,5.0,3.0
oligodendroglioma,EFO_0000632,name,0.05,191,122,1,135,2,4,2,0,0,2,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lung large cell carcinoma,EFO_0003050,synonym,0.05,344,14,0,250,3,6,5,0,0,5,0.0,1.0,6.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
cerebral palsy,EFO_1000632,name,0.05,125,14,0,287,3,0,0,1,0,1,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
cleft lip,EFO_0003959,name,0.05,89,26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dengue hemorrhagic fever,EFO_0004227,name,0.05,313,128,8,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gastrointestinal stromal tumor,MONDO_0011719,name,0.05,8,0,0,464,5,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular phase chronic idiopathic myelofibrosis,0,no_match,0.05,262,97,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
head and neck squamous cell carcinoma,EFO_0000181,name,0.05,248,0,0,1045,14,27,13,0,0,13,1.0,12.0,18.0,4.0,0.0,3.0,13.0,0.0,2.0,6.0,0.0,6.0,0.0,1.0,4.0
colorectal cancer,MONDO_0005575,name,0.05,201,121,3,2124,36,46,26,7,0,33,1.0,37.0,47.0,20.0,0.0,7.0,39.0,0.0,5.0,16.0,0.0,15.0,0.0,17.0,6.0
endometriosis of ovary,EFO_1000418,synonym,0.05,161,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idiopathic interstitial pneumonia,MONDO_0002429,name,0.05,76,21,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multiple sclerosis,MONDO_0005301,name,0.05,141,247,6,1885,43,16,7,12,1,18,1.0,2.0,12.0,11.0,5.0,2.0,14.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0
lupus erythematosus,MONDO_0004670,name,0.05,210,41,0,45,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pulmonary fibrosis,EFO_0009448,name,0.05,282,2,0,232,3,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Epithelial proliferation,0,no_match,0.05,55,80,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interstitial cystitis,EFO_0008507,name,0.05,60,0,0,281,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urothelial carcinoma in situ,0,no_match,0.05,100,628,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pancreatic non-invasive intraductal papillary-mucinous carcinoma,0,no_match,0.05,187,125,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swine influenza,EFO_0005226,name,0.05,310,1,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rheumatoid arthritis,EFO_0000685,name,0.05,272,164,4,2397,45,25,16,8,2,22,1.0,12.0,21.0,17.0,21.0,4.0,28.0,0.0,2.0,12.0,0.0,11.0,9.0,3.0,3.0
Sjogren's syndrome,EFO_0000699,synonym,0.05,315,701,29,304,6,4,4,4,0,8,0.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0
Duchenne muscular dystrophy,MONDO_0010679,name,0.05,285,0,0,429,8,6,5,0,0,5,2.0,2.0,5.0,5.0,1.0,0.0,7.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0
myelodysplastic syndrome,EFO_0000198,name,0.05,221,672,18,1767,30,40,27,15,0,42,0.0,47.0,48.0,14.0,0.0,5.0,48.0,0.0,2.0,13.0,0.0,20.0,0.0,14.0,7.0
Carcinoma in situ of large intestine,0,no_match,0.05,306,27,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuelan equine encephalitis,EFO_0007534,name,0.05,111,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pompe disease, infantile-onset form",0,no_match,0.05,218,22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gastroesophageal reflux disease,EFO_0003948,name,0.05,79,192,1,398,16,2,0,4,0,4,1.0,2.0,1.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0
Rotavirus infection of children,0,no_match,0.05,290,475,14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Infection by Aspergillus fumigatus,0,no_match,0.05,256,80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nicotine dependence,EFO_0003768,name,0.05,24,886,2,785,27,9,0,20,0,20,4.0,8.0,14.0,5.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0
hypertension,EFO_0000537,name,0.05,207,114,5,2820,67,27,15,9,1,23,1.0,7.0,7.0,11.0,13.0,0.0,22.0,0.0,0.0,2.0,0.0,3.0,8.0,1.0,3.0
atopic dermatitis,EFO_0000274,synonym,0.05,354,1,0,1175,24,10,9,0,0,9,1.0,5.0,2.0,3.0,2.0,0.0,6.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0
amyotrophic lateral sclerosis,MONDO_0004976,name,0.05,331,0,0,925,25,12,8,0,0,8,0.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
endometrial cancer,MONDO_0011962,name,0.05,212,209,6,1032,20,26,17,6,0,23,3.0,14.0,27.0,12.0,0.0,6.0,16.0,0.0,5.0,17.0,0.0,8.0,0.0,4.0,0.0
adrenoleukodystrophy,MONDO_0018544,name,0.05,174,75,3,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
invasive ductal carcinoma,EFO_0000186,synonym,0.05,239,177,6,106,4,4,2,2,0,4,0.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acute T cell leukemia,EFO_0000209,synonym,0.05,114,0,0,576,12,9,3,0,0,3,0.0,1.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
large cell neuroendocrine carcinoma,EFO_0000563,name,0.05,222,0,0,31,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chronic myeloid leukemia,EFO_0000339,synonym,0.05,259,61,2,794,16,23,17,3,0,20,0.0,17.0,18.0,9.0,1.0,6.0,16.0,0.0,2.0,5.0,0.0,10.0,1.0,3.0,2.0
chronic lymphocytic leukemia,EFO_0000095,name,0.05,78,86,1,1621,28,25,5,6,0,11,1.0,3.0,11.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
abdominal aortic aneurysm,EFO_0004214,name,0.05,0,0,0,140,4,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ankylosing spondylitis,EFO_0003898,name,0.05,272,7,0,634,12,9,7,0,0,7,0.0,0.0,4.0,5.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0
adenoma,EFO_0000232,name,0.05,317,4,0,198,2,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diamond-Blackfan anemia,MONDO_0015253,name,0.05,187,97,0,145,4,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pseudomonas Infection,EFO_0001076,name,0.05,51,727,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lung Injury,0,no_match,0.05,161,106,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardiomyopathy,EFO_0000318,name,0.05,214,11,1,194,6,2,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morbid obesity,EFO_0001074,name,0.05,19,3,0,262,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nephroblastoma,Orphanet_654,name,0.05,214,96,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atherosclerosis,EFO_0003914,name,0.05,103,0,0,745,23,9,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intestinal metaplasia of gastric mucosa,0,no_match,0.05,129,42,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amyotrophic lateral sclerosis type 10,0,no_match,0.05,199,87,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ovarian cancer,MONDO_0008170,name,0.05,180,510,12,1999,35,46,21,13,0,34,1.0,36.0,55.0,24.0,3.0,12.0,41.0,1.0,7.0,16.0,0.0,20.0,1.0,12.0,9.0
Rhinovirus infection,0,no_match,0.05,191,193,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breast cancer,MONDO_0007254,name,0.05,378,20,1,4617,83,78,78,5,1,82,15.0,139.0,202.0,116.0,37.0,65.0,132.0,6.0,33.0,72.0,10.0,84.0,13.0,53.0,41.0
anaplastic thyroid carcinoma,EFO_1000595,synonym,0.05,272,8,1,113,2,6,6,0,0,6,2.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
precursor B lymphoblastic lymphoma leukemia,0,no_match,0.05,227,362,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hepatocellular carcinoma,EFO_0000182,name,0.05,124,68,0,1423,23,39,15,3,0,18,0.0,19.0,21.0,10.0,1.0,3.0,13.0,0.0,2.0,7.0,2.0,13.0,1.0,7.0,3.0
endometriosis,EFO_0001065,name,0.05,204,10,0,589,12,9,4,0,0,4,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoldering myeloma,EFO_0003073,synonym,0.05,244,214,5,125,2,2,2,1,0,3,1.0,3.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0
childhood type dermatomyositis,EFO_0000557,synonym,0.05,370,7,0,160,4,2,2,0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relapsing-remitting multiple sclerosis,EFO_0003929,name,0.05,248,679,20,816,19,9,6,6,0,12,0.0,7.0,10.0,4.0,4.0,2.0,10.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,3.0
Overexertion,0,no_match,0.05,97,908,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pulmonary sarcoidosis,DOID_13406,name,0.05,179,413,5,83,3,1,0,2,0,2,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
facioscapulohumeral muscular dystrophy,MONDO_0001347,name,0.05,242,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dental cavity, complex",0,no_match,0.05,291,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ductal carcinoma in situ,EFO_0000432,synonym,0.05,215,90,0,425,10,8,4,4,0,8,1.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0
bacterial infectious disease,EFO_0000771,synonym,0.05,118,4,0,41,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pancreatic ductal adenocarcinoma,MONDO_0005184,name,0.05,106,1,0,592,8,14,7,0,0,7,2.0,16.0,16.0,6.0,0.0,7.0,8.0,0.0,6.0,6.0,1.0,6.0,0.0,4.0,2.0
intracranial aneurysm,EFO_0003870,synonym,0.05,329,1,0,122,4,3,3,0,0,3,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
salivary gland adenoid cystic carcinoma,MONDO_0003175,name,0.05,76,10,0,45,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juvenile rheumatoid arthritis,EFO_0002609,synonym,0.05,0,0,0,893,13,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viral cardiomyopathy,EFO_0002629,name,0.05,33,935,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glaucoma,MONDO_0005041,name,0.05,147,170,5,824,23,10,4,3,1,6,0.0,2.0,0.0,5.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0
aplastic anemia,MONDO_0015909,name,0.05,220,23,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alpha 1-antitrypsin deficiency,MONDO_0013282,name,0.05,291,60,4,4,1,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Meningococcal infection,EFO_0004249,name,0.05,75,920,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hemorrhagic thrombocythemia,EFO_0000479,synonym,0.05,41,11,0,207,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rett syndrome,MONDO_0010726,name,0.05,226,381,8,132,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pancreatic intraductal papillary-mucinous adenoma,0,no_match,0.05,222,292,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chronic Lymphocytic Leukemia (Chronic B-lymphocytic leukemia),0,no_match,0.05,77,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acute myocardial infarction,EFO_0008583,name,0.05,319,13,0,552,7,5,4,0,0,4,0.0,0.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0
autistic disorder,EFO_0003758,synonym,0.05,379,0,0,475,17,5,5,0,0,5,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
