disease_id,disease_name,disease_therapeutic_areas,drug_rank,drug_name_original,drug_id,drug_common_name,drug_target_class,drug_type,drug_mechanism_of_action,drug_synonyms
HP_0002140,Ischemic stroke,Phenotype,24,pemetrexed,CHEMBL225072,PEMETREXED,Enzyme,Small molecule,GAR transformylase inhibitor,LY-2315|LY-231514|LY231514|NSC-698037|Pemetrexed
HP_0002140,Ischemic stroke,Phenotype,25,selinexor,CHEMBL3545185,SELINEXOR,Unclassified protein,Small molecule,Exportin-1 inhibitor,KPT-330|Selinexor
HP_0002140,Ischemic stroke,Phenotype,26,anastrozole,CHEMBL1399,ANASTROZOLE,Enzyme,Small molecule,Cytochrome P450 19A1 inhibitor,Anastrozol|Anastrozole|Arimidex|ICI D1033|ICI-D1033|NSC-719344|NSC-759855|Rvg-106400|ZD-1033|ZD1033
HP_0002140,Ischemic stroke,Phenotype,27,abiraterone acetate,CHEMBL271227,ABIRATERONE ACETATE,Enzyme,Small molecule,Cytochrome P450 17A1 inhibitor,Abiraterone acetate|CB-7630|CB7630|NSC-748121|NSC-749227
HP_0002140,Ischemic stroke,Phenotype,30,levobupivacaine hydrochloride,CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,Ion channel,Small molecule,Sodium channel protein type IV alpha subunit blocker,Bupivacaine (-)-form hydrochloride|CHIROCAINE|Levobupivacaine hcl|Levobupivacaine hydrochloride
HP_0002140,Ischemic stroke,Phenotype,32,riluzole hydrochloride,CHEMBL744,RILUZOLE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,BHV-0223|NSC-753433|NSC-759823|RP 54274|RP-54274|Riluzol|Riluzole|Tiglutik
HP_0002140,Ischemic stroke,Phenotype,33,cytarabine,CHEMBL803,CYTARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,"Ara-c|Ara-cytidine|Arabinocytosine|Arabinosyl cytosine|Aracytidine|Aracytin|Aracytine|Citarabina|Cytarabine|Cytarabine liposome|Cytarabinoside|Cytarabinum|NSC-287459|Spongocytidine|U 19920a|U-19,920|U-19920"
HP_0002140,Ischemic stroke,Phenotype,35,eplerenone,CHEMBL1095097,EPLERENONE,Transcription factor,Small molecule,Mineralocorticoid receptor antagonist,Eplerenona|Eplerenone|SC-66110|SC-6611O
HP_0002140,Ischemic stroke,Phenotype,37,gefitinib,CHEMBL939,GEFITINIB,Enzyme,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Gefitinib|Iressa|NSC-759856|ZD-1839|ZD1839
HP_0002140,Ischemic stroke,Phenotype,38,naproxen,CHEMBL154,NAPROXEN,Enzyme,Small molecule,Cyclooxygenase inhibitor,Aleve|Anaprox|NSC-750183|NSC-757239|Naprelan|Naproxen|Naproxene|Naproxeno|PN400 COMPONENT NAPROXEN|RS-3540
HP_0002140,Ischemic stroke,Phenotype,40,benztropine mesylate,CHEMBL1200383,BENZTROPINE MESYLATE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Benzatropine mesilate|Benztropine mesilate|Benztropine mesylate|Benztropine methanesulfonate|NSC-169913
HP_0002140,Ischemic stroke,Phenotype,42,dorzolamide hydrochloride,CHEMBL1201162,DORZOLAMIDE HYDROCHLORIDE,Enzyme|Unclassified protein,Small molecule,Carbonic anhydrase II inhibitor,Dorzolamide (as hydrochloride)|Dorzolamide hcl|Dorzolamide hydrochloride|MK-507
HP_0002140,Ischemic stroke,Phenotype,43,topotecan hydrochloride,CHEMBL1607,TOPOTECAN HYDROCHLORIDE,Enzyme,Small molecule,"DNA topoisomerase I, mitochondrial inhibitor",Evotopin|NSC-759263|Nogitecan hydrochloride|SK&F S-104864-A|SK&F-S-104864A|SK-S-104864-A|Topotecan|Topotecan (as hydrochloride)|Topotecan actavis|Topotecan hcl|Topotecan hospira|Topotecan hydrochloride|Topotecan teva
HP_0002140,Ischemic stroke,Phenotype,44,cilostazol,CHEMBL799,CILOSTAZOL,Enzyme,Small molecule,Phosphodiesterase 3A inhibitor,Cilostazol|NSC-758936|OPC-13013|OPC-21
HP_0002140,Ischemic stroke,Phenotype,46,raltitrexed,CHEMBL225071,RALTITREXED,Enzyme,Small molecule,Thymidylate synthase inhibitor,Raltitrexed|ZD-16|ZD-1694|ZD1694
HP_0002140,Ischemic stroke,Phenotype,48,dimethyl fumarate,CHEMBL2107333,DIMETHYL FUMARATE,Unclassified protein|Other cytosolic protein,Small molecule,Kelch-like ECH-associated protein 1 inhibitor,AZL 0 211089|AZL O 211089|AZL-0211089|AZL-O-211089|BG 00012|BG 12|BG-00012|BG-12|BG00012|Dimethyl fumar|Dimethyl fumarate|FAG-201|FP-187|FP187|Fumaric acid dimethyl ester|LAS-41008|LAS41008|Las41008|NSC-167432|NSC-25942|Panaclar
HP_0002140,Ischemic stroke,Phenotype,51,glasdegib,CHEMBL2043437,GLASDEGIB,Membrane receptor,Small molecule,Smoothened homolog antagonist,Glasdegib|PF-04449913|PF-4449913
HP_0002140,Ischemic stroke,Phenotype,53,temsirolimus,CHEMBL1201182,TEMSIROLIMUS,Enzyme|Ion channel,Small molecule,FK506-binding protein 1A inhibitor,CCI-779|Temsirolimus
HP_0002140,Ischemic stroke,Phenotype,54,belinostat,CHEMBL408513,BELINOSTAT,Epigenetic regulator,Small molecule,Histone deacetylase inhibitor,Belinostat|NSC-726630|NSC726630|PX-105684|PXD-101|PXD101
HP_0002140,Ischemic stroke,Phenotype,59,simotinib,CHEMBL3545235,SIMOTINIB,Enzyme,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Sim-6802|Simotinib
HP_0002140,Ischemic stroke,Phenotype,60,amsacrine,CHEMBL43,AMSACRINE,Enzyme,Small molecule,DNA topoisomerase II inhibitor,Acridinylanisidide|Amekrin|Amsacrina|Amsacrine|Amsidil|Amsidine|CI-880|Lamasine|M-AMSA|NCI-249992|NSC-156303|NSC-249992|SN-11841|SN-21429
HP_0002140,Ischemic stroke,Phenotype,61,larotrectinib sulfate,CHEMBL3989939,LAROTRECTINIB SULFATE,Enzyme,Small molecule,Neurotrophic tyrosine kinase receptor inhibitor,ARRY-470 SULFATE|LOXO-101 sulfate|Larotrectinib sulfate
HP_0002140,Ischemic stroke,Phenotype,62,brimonidine,CHEMBL844,BRIMONIDINE,Membrane receptor,Small molecule,Adrenergic receptor alpha-2 agonist,AGN-190342 FREE BASE|Brimonidina|Brimonidine|NSC-318825|UK-14304|UK-1430418 FREE BASE
HP_0002140,Ischemic stroke,Phenotype,63,clofarabine,CHEMBL1750,CLOFARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,Clofarabina|Clofarabine|Clolar|NSC-759857
HP_0002140,Ischemic stroke,Phenotype,64,docetaxel trihydrate,CHEMBL3545252,DOCETAXEL,Structural protein,Small molecule,Tubulin inhibitor,Docetaxel|Docetaxel (as trihydrate)|Docetaxel hydrate|Docetaxel trihydrate|RP 56976|RP-56976|XRP6976
HP_0002140,Ischemic stroke,Phenotype,65,vemurafenib,CHEMBL1229517,VEMURAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,PLX-4032|PLX4032|RG 7204|RG-7204|RO 5185426|RO-51-85426|RO-5185426|Vemurafenib
HP_0002140,Ischemic stroke,Phenotype,67,adagrasib,CHEMBL4594350,ADAGRASIB,Enzyme|Unclassified protein,Small molecule,GTPase KRas inhibitor,Adagrasib|Kras g12c inhibitor mrtx849|Krazati|MRTX-849|MRTX849|Mrtx-849|Mrtx849
HP_0002140,Ischemic stroke,Phenotype,69,erdafitinib,CHEMBL3545376,ERDAFITINIB,Enzyme|Unclassified protein,Small molecule,Fibroblast growth factor receptor inhibitor,Erdafitinib|JNJ-42756493|Jnj-42756493
HP_0002140,Ischemic stroke,Phenotype,70,gemcitabine,CHEMBL888,GEMCITABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,Gemcitabina|Gemcitabine|Gemzar|LY-188011|LY188011|NSC-613327
HP_0002140,Ischemic stroke,Phenotype,71,tadalafil,CHEMBL779,TADALAFIL,Enzyme,Small molecule,Phosphodiesterase 5A inhibitor,IC-351|IC351|LY-450190|LY450190|NSC-750236|NSC-759172|Tadalafil|Tadalafil mylan|Tadalafilo|Trans-tadalafil
HP_0002140,Ischemic stroke,Phenotype,72,lidocaine hydrochloride,CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,Anhydrous lidocaine hydrochloride|Lidocaine hcl|Lidocaine hydrochloride|Lidocaine hydrochloride anhydrous|Lidocaine hydrochloride monohydrate|Lidocaine hydrochloride usp|Lidocaini hydrochloridum|Lignocaine (as hydrochloride)|Lignocaine hydrochloride|NSC-757420|Xylocaine hydrochloride
HP_0002140,Ischemic stroke,Phenotype,73,bay1125976,CHEMBL4751394,BAY-1125976,Enzyme|Other cytosolic protein,Small molecule,Serine/threonine-protein kinase AKT inhibitor,BAY-1125976|BAY1125976|Bay 1125976|Bay-1125976
HP_0002140,Ischemic stroke,Phenotype,74,ipatasertib,CHEMBL2177390,IPATASERTIB,Enzyme,Small molecule,Serine/threonine-protein kinase AKT inhibitor,GDC-0068|Ipatasertib|RG-7440|RG7440|Rg-7440
HP_0002140,Ischemic stroke,Phenotype,75,terfenadine,CHEMBL17157,TERFENADINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,NSC-665802|NSC-758627|RMI 9918|RMI-9918|Terfenadina|Terfenadine
HP_0002140,Ischemic stroke,Phenotype,76,alpelisib,CHEMBL2396661,ALPELISIB,Enzyme,Small molecule,PI3-kinase p110-alpha subunit inhibitor,Alpelisib|BYL-719|BYL719|Byl-719|NVP-BYL719|Vijoice
HP_0002140,Ischemic stroke,Phenotype,77,pemigatinib,CHEMBL4297522,PEMIGATINIB,Enzyme|Unclassified protein,Small molecule,Fibroblast growth factor receptor 2 inhibitor,Fgfr inhibitor incb054828|INCB054828|Incb-054828|Incb054828|Pemigatinib
HP_0002140,Ischemic stroke,Phenotype,78,fluvoxamine,CHEMBL814,FLUVOXAMINE,Transporter,Small molecule,Serotonin transporter inhibitor,Fluvoxamina|Fluvoxamine|N06AB08
HP_0002140,Ischemic stroke,Phenotype,79,ralimetinib dimesylate,CHEMBL2364626,RALIMETINIB,Unclassified protein|Enzyme,Small molecule,MAP kinase p38 alpha inhibitor,LSN-2322600 FREE BASE|LSN2322600 FREE BASE|LY-2228820|LY2228820|LY22288220|Ly-2228820|Ralimetinib
HP_0002140,Ischemic stroke,Phenotype,80,adenine,CHEMBL477,ADENOSINE,Membrane receptor,Small molecule,Adenosine receptor agonist,9-.beta.-d-ribofuranosyladenine|Adenosine|NSC-7652|SR 96225|SR-96225
HP_0002140,Ischemic stroke,Phenotype,81,abemaciclib,CHEMBL3301610,ABEMACICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,Small molecule,Cyclin-dependent kinase 6 inhibitor,Abemaciclib|LY-2835219|LY2835219|Ly-2835219
HP_0002140,Ischemic stroke,Phenotype,86,diphenhydramine,CHEMBL657,DIPHENHYDRAMINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Difenhidramina|Diphenhdyra|Diphenhydramine|Restamin
HP_0002140,Ischemic stroke,Phenotype,87,finasteride,CHEMBL710,FINASTERIDE,Enzyme,Small molecule,Steroid 5-alpha-reductase 2 inhibitor,Finasterida|Finasteride|MK-906|NSC-741485|NSC-759318
HP_0002140,Ischemic stroke,Phenotype,88,rosiglitazone,CHEMBL121,ROSIGLITAZONE,Transcription factor|Epigenetic regulator,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,Avandamet|Avandaryl|Avandia|BRL-49653|Gaudil|NSC-758698|Rezult|Rosiglitazona|Rosiglitazone|Rosiglizole|Rosvel|TDZ-01
HP_0002140,Ischemic stroke,Phenotype,89,retinoic acid,CHEMBL38,TRETINOIN,Transcription factor,Small molecule,Retinoic acid receptor agonist,Aberel|All-trans retinoic acid|All-trans-retinoic acid|Eudyna|Kerlocal|NSC-122758|Oristar rna|Retin a|Retinoic acid|Tretinoin|Tretinoina|Tretinoine
HP_0002140,Ischemic stroke,Phenotype,91,furosemide,CHEMBL35,FUROSEMIDE,Transporter,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Frusemide|Furoscix|Furosemida|Furosemide|Furosemidum|LB-502|Logirene|Marsemide|Mirfat|NSC-269420|Oedemex
HP_0002140,Ischemic stroke,Phenotype,92,mitoxantrone dihydrochloride,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Enzyme,Small molecule,DNA topoisomerase II alpha inhibitor,"CL 232,315|CL-232315|Mitoxantrone Dihcl|Mitoxantrone Dihydrochloride|Mitoxantrone dihydrochloride|Mitoxantrone hcl|Mitoxantrone hydrochloride|Mitozantrone|NSC-301739"
HP_0002140,Ischemic stroke,Phenotype,93,pexidartinib hydrochloride,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,Unclassified protein|Enzyme,Small molecule,Tyrosine-protein kinase receptor FLT3 inhibitor,FP-113|PLX-3397 HCL|PLX3397 HCl|Pexidartinib hydrochloride
HP_0002140,Ischemic stroke,Phenotype,96,hydroxyurea,CHEMBL467,HYDROXYUREA,Enzyme,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor,Hidroxicarbamida|Hydroxycarbamide|Hydroxyurea|NSC-32065|SQ 1089|SQ-1089
HP_0002140,Ischemic stroke,Phenotype,99,vinblastine sulfate,CHEMBL378544,VINBLASTINE SULFATE,Structural protein,Small molecule,Tubulin inhibitor,29060-LE|29060LE|Alkaban-aq|NSC-49842|Vinblastine sulfate|Vinblastine sulphate|Vinblastini sulfas|Vincaleukoblastine sulfate|Vlb monosulfate
HP_0002140,Ischemic stroke,Phenotype,100,rucaparib phosphate,CHEMBL1173055,RUCAPARIB,Enzyme,Small molecule,"PARP 1, 2 and 3 inhibitor",AG-014699|AG-14447|Rucaparib
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,2,belumosudil,CHEMBL2005186,BELUMOSUDIL,Enzyme,Small molecule,Rho-associated protein kinase inhibitor,Belumosudil|KD-025|KD025|Rock2 inhibitor kd025|SLx-2119|Slx-2119 free base
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,3,infigratinib,CHEMBL1852688,INFIGRATINIB,Enzyme|Unclassified protein,Small molecule,Fibroblast growth factor receptor inhibitor,BGJ-398|BGJ398|Bgj-398|Infigratinib|MVP-BGJ398|NVP-BGJ398
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,6,temuterkib,CHEMBL4650285,TEMUTERKIB,Enzyme,Small molecule,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,LY-3214996|LY3214996|Ly 3214996|Ly3214996|Temuterkib
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,8,adenosine,CHEMBL477,ADENOSINE,Membrane receptor,Small molecule,Adenosine receptor agonist,9-.beta.-d-ribofuranosyladenine|Adenosine|NSC-7652|SR 96225|SR-96225
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,9,gallic acid,CHEMBL1592101,BISMUTH SUBGALLATE,Enzyme,Small molecule,Coagulation factor XII activator,Basic bismuth gallate|Bismuth subgallate|Gallic acid bismuth basic salt
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,11,bisoprolol hemifumarate,CHEMBL1472989,BISOPROLOL FUMARATE,Membrane receptor,Small molecule,Beta-1 adrenergic receptor antagonist,"Bisoprolol fumarate|Bisoprolol hemifumarate|CL 297,939|CL-297939|Detensiel|EMD-33-512|EMD-33512|Emconcor|Euradal|Isoten|Speridol"
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,12,drospirenone,CHEMBL1509,DROSPIRENONE,Transcription factor,Small molecule,Progesterone receptor agonist,Drospirenona|Drospirenone|NSC-760103|ZK 30595|ZK-30595
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,14,encorafenib,CHEMBL3301612,ENCORAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,Encorafenib|Lgx-818|Lgx818|NVP-LGX-818-NXA|NVP-LGX818|NVP-LGX818-NXA
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,16,methylprednisolone succinate,CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Methylprednisolone hemisuccinate|Methylprednisolone succinate
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,18,rverapamil hydrochloride,CHEMBL6966,VERAPAMIL,Ion channel,Small molecule,Voltage-gated L-type calcium channel blocker,"CP-16,533-1|CP-165331|D-365|Iproveratril|NSC-272306NA|Verapamil|Verapamil slow release|Verapamilo"
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,22,ritonavir,CHEMBL163,RITONAVIR,Enzyme,Small molecule,Cytochrome P450 3A inhibitor,A-84538|ABBOTT-84538|ABT-538|Empetus|NSC-693184|Norvir|Ritomune|Ritonavir|Ritonavir related compounds mixture|Ritonavirum|Ritovir|Viekirax|Viriton
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,24,fenofibrate,CHEMBL672,FENOFIBRATE,Transcription factor,Small molecule,Peroxisome proliferator-activated receptor alpha agonist,Fenofibrate|Fenofibrate delayed release|Fenofibrate micronized|Fenofibrato|NSC-281319
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,25,sonidegib,CHEMBL2105737,SONIDEGIB,Membrane receptor,Small molecule,Smoothened homolog inhibitor,Erismodegib|LDE 225|LDE-225|LDE225|NVP-LDE 225|NVP-LDE-225|NVP-LDE225|Sonidegib
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,27,doxorubicin hydrochloride,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,Enzyme,Small molecule,DNA topoisomerase II alpha inhibitor,"Adriablastina cs|Adriamycin, hydrochloride|Doxorubicin HCl|Doxorubicin citrate|Doxorubicin citric acid salt|Doxorubicin hcl|Doxorubicin hydrochloride|Doxorubicin liposomal complex of the hydrochloride|Doxorubicini hydrochloridum|Hydroxydaunomycin hydrochloride|Liposomal doxorubicin hydrochloride"
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,28,pemetrexed,CHEMBL225072,PEMETREXED,Enzyme,Small molecule,GAR transformylase inhibitor,LY-2315|LY-231514|LY231514|NSC-698037|Pemetrexed
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,30,selinexor,CHEMBL3545185,SELINEXOR,Unclassified protein,Small molecule,Exportin-1 inhibitor,KPT-330|Selinexor
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,31,anastrozole,CHEMBL1399,ANASTROZOLE,Enzyme,Small molecule,Cytochrome P450 19A1 inhibitor,Anastrozol|Anastrozole|Arimidex|ICI D1033|ICI-D1033|NSC-719344|NSC-759855|Rvg-106400|ZD-1033|ZD1033
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,32,abiraterone acetate,CHEMBL271227,ABIRATERONE ACETATE,Enzyme,Small molecule,Cytochrome P450 17A1 inhibitor,Abiraterone acetate|CB-7630|CB7630|NSC-748121|NSC-749227
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,33,citalopram hydrobromide,CHEMBL1200781,CITALOPRAM HYDROBROMIDE,Transporter,Small molecule,Serotonin transporter inhibitor,Citalopram (as hydrobromide)|Citalopram hbr|Citalopram hydrobromide|LU 10-171-B|LU-10-171-B|NSC-758684
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,35,levobupivacaine hydrochloride,CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,Ion channel,Small molecule,Sodium channel protein type IV alpha subunit blocker,Bupivacaine (-)-form hydrochloride|CHIROCAINE|Levobupivacaine hcl|Levobupivacaine hydrochloride
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,39,riluzole hydrochloride,CHEMBL744,RILUZOLE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,BHV-0223|NSC-753433|NSC-759823|RP 54274|RP-54274|Riluzol|Riluzole|Tiglutik
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,40,cytarabine,CHEMBL803,CYTARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,"Ara-c|Ara-cytidine|Arabinocytosine|Arabinosyl cytosine|Aracytidine|Aracytin|Aracytine|Citarabina|Cytarabine|Cytarabine liposome|Cytarabinoside|Cytarabinum|NSC-287459|Spongocytidine|U 19920a|U-19,920|U-19920"
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,41,bortezomib,CHEMBL325041,BORTEZOMIB,Enzyme|Other cytosolic protein,Small molecule,26S proteosome inhibitor,Bortezomib|Bortezomib accord|Bortezomib hydrate|LDP-341|NSC-681239|PS-341|Velcade
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,44,gefitinib,CHEMBL939,GEFITINIB,Enzyme,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Gefitinib|Iressa|NSC-759856|ZD-1839|ZD1839
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,45,naproxen,CHEMBL154,NAPROXEN,Enzyme,Small molecule,Cyclooxygenase inhibitor,Aleve|Anaprox|NSC-750183|NSC-757239|Naprelan|Naproxen|Naproxene|Naproxeno|PN400 COMPONENT NAPROXEN|RS-3540
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,47,entrectinib,CHEMBL1983268,ENTRECTINIB,Enzyme,Small molecule,Neurotrophic tyrosine kinase receptor inhibitor,Entrectinib|NMS-E628|RXDX-101|Rxdx-101
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,49,benztropine mesylate,CHEMBL1200383,BENZTROPINE MESYLATE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Benzatropine mesilate|Benztropine mesilate|Benztropine mesylate|Benztropine methanesulfonate|NSC-169913
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,50,filgotinib,CHEMBL3301607,FILGOTINIB,Enzyme,Small molecule,Tyrosine-protein kinase TYK2 inhibitor,Filgotinib|G-146034|G146034|GLPG0634|GS-6034 FREE BASE|Glpg-0634
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,52,dorzolamide hydrochloride,CHEMBL1201162,DORZOLAMIDE HYDROCHLORIDE,Enzyme|Unclassified protein,Small molecule,Carbonic anhydrase II inhibitor,Dorzolamide (as hydrochloride)|Dorzolamide hcl|Dorzolamide hydrochloride|MK-507
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,53,topotecan hydrochloride,CHEMBL1607,TOPOTECAN HYDROCHLORIDE,Enzyme,Small molecule,"DNA topoisomerase I, mitochondrial inhibitor",Evotopin|NSC-759263|Nogitecan hydrochloride|SK&F S-104864-A|SK&F-S-104864A|SK-S-104864-A|Topotecan|Topotecan (as hydrochloride)|Topotecan actavis|Topotecan hcl|Topotecan hospira|Topotecan hydrochloride|Topotecan teva
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,54,cilostazol,CHEMBL799,CILOSTAZOL,Enzyme,Small molecule,Phosphodiesterase 3A inhibitor,Cilostazol|NSC-758936|OPC-13013|OPC-21
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,56,raltitrexed,CHEMBL225071,RALTITREXED,Enzyme,Small molecule,Thymidylate synthase inhibitor,Raltitrexed|ZD-16|ZD-1694|ZD1694
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,58,dimethyl fumarate,CHEMBL2107333,DIMETHYL FUMARATE,Unclassified protein|Other cytosolic protein,Small molecule,Kelch-like ECH-associated protein 1 inhibitor,AZL 0 211089|AZL O 211089|AZL-0211089|AZL-O-211089|BG 00012|BG 12|BG-00012|BG-12|BG00012|Dimethyl fumar|Dimethyl fumarate|FAG-201|FP-187|FP187|Fumaric acid dimethyl ester|LAS-41008|LAS41008|Las41008|NSC-167432|NSC-25942|Panaclar
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,60,irinotecan,CHEMBL481,IRINOTECAN,Enzyme,Small molecule,DNA topoisomerase I inhibitor,Biotecan|Irinotecan|NSC-728073
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,62,glasdegib,CHEMBL2043437,GLASDEGIB,Membrane receptor,Small molecule,Smoothened homolog antagonist,Glasdegib|PF-04449913|PF-4449913
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,63,ly2090314,CHEMBL362558,LY-2090314,Enzyme,Small molecule,Glycogen synthase kinase-3 alpha inhibitor,LY-2090314|LY2090314|Ly 2090314|Ly-2090314
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,65,temsirolimus,CHEMBL1201182,TEMSIROLIMUS,Enzyme|Ion channel,Small molecule,FK506-binding protein 1A inhibitor,CCI-779|Temsirolimus
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,66,larotrectinib,CHEMBL3889654,LAROTRECTINIB,Enzyme,Small molecule,Neurotrophic tyrosine kinase receptor inhibitor,ARRY-470|BAY-2757556|BAY2757556|LOXO-101|Larotrectinib|Loxo-101
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,71,amsacrine,CHEMBL43,AMSACRINE,Enzyme,Small molecule,DNA topoisomerase II inhibitor,Acridinylanisidide|Amekrin|Amsacrina|Amsacrine|Amsidil|Amsidine|CI-880|Lamasine|M-AMSA|NCI-249992|NSC-156303|NSC-249992|SN-11841|SN-21429
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,72,larotrectinib sulfate,CHEMBL3989939,LAROTRECTINIB SULFATE,Enzyme,Small molecule,Neurotrophic tyrosine kinase receptor inhibitor,ARRY-470 SULFATE|LOXO-101 sulfate|Larotrectinib sulfate
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,74,clofarabine,CHEMBL1750,CLOFARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,Clofarabina|Clofarabine|Clolar|NSC-759857
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,75,docetaxel trihydrate,CHEMBL3545252,DOCETAXEL,Structural protein,Small molecule,Tubulin inhibitor,Docetaxel|Docetaxel (as trihydrate)|Docetaxel hydrate|Docetaxel trihydrate|RP 56976|RP-56976|XRP6976
EFO_1001345,alcoholic hepatitis,Psychiatric|Endocrine System|Gastrointestinal,76,vemurafenib,CHEMBL1229517,VEMURAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,PLX-4032|PLX4032|RG 7204|RG-7204|RO 5185426|RO-51-85426|RO-5185426|Vemurafenib
