"","exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
"177",3796,-0.419293394439921,0,0,"ESE_endo","cmap","procyclidine",1.24e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","844","Procyclidine hydrochloride [1508-76-5]","C0033254","1508-76-5","DB00387",1
"178",4577,-0.417083282915949,0,0,"ESE_endo","cmap","atropine",5.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","565","Atropine sulfate monohydrate [5908-99-6]","C0004259","5908-99-6","DB00572",1
"179",1819,-0.416705062824008,0,0,"ESE_endo","cmap","clozapine",1.22e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","350","Clozapine [5786-21-0]","C0009079","5786-21-0","DB00363",1
"180",4749,-0.41478227656343,0,0,"ESE_endo","cmap","tetryzoline",1.68e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","698","Tetrahydrozoline hydrochloride [522-48-5]","NULL","522-48-5","DB06764",1
"181",5963,-0.413017381043322,0,0,"ESE_endo","cmap","nortriptyline",1.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","254","Nortriptyline hydrochloride [894-71-3]","C0028420","894-71-3","DB00540",1
"182",1537,-0.41171496185575,0,0,"ESE_endo","cmap","lomefloxacin",1.04e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","238","Lomefloxacin hydrochloride [98079-52-8]","C0770927","98079-52-8","DB00978",1
"183",2564,-0.407861279492017,0,0,"ESE_endo","cmap","fluocinonide",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","774","Fluocinonide [356-12-7]","C0016299","356-12-7","DB01047",1
"184",1793,-0.407108212428499,0,0,"ESE_endo","cmap","procainamide",1.48e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","337","Procainamide hydrochloride [614-39-1]","C0033216","614-39-1","DB01035",1
"185",2004,-0.406579996133112,0,0,"ESE_endo","cmap","betahistine",1.72e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","543","Betahistine mesylate [54856-23-4]","C0005301","54856-23-4","DB06698",1
"186",5271,-0.405099519251403,0,0,"ESE_endo","cmap","ciclopirox",1.5e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","541","Ciclopirox ethanolamine [41621-49-2]","C0126169","41621-49-2","DB01188",1
"187",5714,-0.404952860284063,0,0,"ESE_endo","cmap","pyridoxine",1.94e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","623","Pyridoxine hydrochloride [58-56-0]","C0772119","58-56-0","DB00165",1
"188",879,-0.403880028586836,0,0,"ESE_endo","cmap","chlorpromazine",1e-06,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477",1
"189",3094,-0.403072632754893,0,0,"ESE_endo","cmap","tolmetin",1.26e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","856","Tolmetin sodium salt dihydrate [64490-92-2]","C0040377","64490-92-2","DB00500",1
"190",3074,-0.401547479970483,0,0,"ESE_endo","cmap","cinchocaine",1.16e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","76","Dibucaine [85-79-0]","NULL","85-79-0","DB00527",1
