gene_symbol,logfc_dz:392,logfc_dz:978,logfc_dz:148,logfc_dz:602,logfc_dz:24,logfc_dz:52,logfc_dz:39,logfc_dz:478,logfc_dz:448,logfc_dz:504,logfc_dz:11,mean_logfc,median_logfc,common_experiment,organism,signature_type
IL1R1,,,,,,,,,,,-0.0337905697524547,-0.0337905697524547,-0.0337905697524547,,human,DOWN
LYN,,,,,,,,,,,-0.0335482247173786,-0.0335482247173786,-0.0335482247173786,,human,DOWN
TCL1B,-0.0352458991110324,,,,,-0.0317347832024097,,,,,,-0.0334903411567211,-0.0334903411567211,-0.0352458991110324,human,DOWN
CD68,,,,,,,,-0.0334876701235771,,,,-0.0334876701235771,-0.0334876701235771,,human,DOWN
SCGB2A2,,-0.0578487925231456,-0.1427263021469116,0.037526935338974,-0.054459374397993,,,,0.0502995103597641,,,-0.0334416046738624,-0.054459374397993,,human,DOWN
C5orf51,,,,,,,,-0.0334373526275157,,,,-0.0334373526275157,-0.0334373526275157,,human,DOWN
WDR1,,,,,,,,-0.0333947390317916,,,,-0.0333947390317916,-0.0333947390317916,,human,DOWN
APOE,,,,,,,-0.0333489477634429,,,,,-0.0333489477634429,-0.0333489477634429,,human,DOWN
RPS2,,,-0.053153071552515,,-0.0227741133421659,,,,,-0.023988464847207,,-0.0333052165806293,-0.023988464847207,,human,DOWN
ALG12,,,,,,,,,,,-0.0332108736038208,-0.0332108736038208,-0.0332108736038208,,human,DOWN
KIF12,-0.0333085805177688,,,,,-0.0326139107346534,,,,,,-0.0329612456262111,-0.0329612456262111,-0.0333085805177688,human,DOWN
FMOD,-0.0670516118407249,-0.0135098248720169,,,,-0.0626049041748046,,,0.0115600088611245,,,-0.0329015830066055,-0.0380573645234108,-0.0670516118407249,human,DOWN
ESR1,-0.0250570923089981,,,,,-0.040640439838171,,,,,,-0.0328487660735845,-0.0328487660735845,-0.0250570923089981,human,DOWN
ITGA8,,,,,,,,,,,-0.0327143408358097,-0.0327143408358097,-0.0327143408358097,,human,DOWN
OSBP,,,,,,,,,,,-0.0326299518346786,-0.0326299518346786,-0.0326299518346786,,human,DOWN
SEC31B,,,,,,,,,,-0.0325081348419189,,-0.0325081348419189,-0.0325081348419189,,human,DOWN
C12orf48,,,,,,,,,,,-0.0325008854269981,-0.0325008854269981,-0.0325008854269981,,human,DOWN
A2M,,,-0.0324040465056896,,,,,,,,,-0.0324040465056896,-0.0324040465056896,,human,DOWN
NRK,,,,,,,,,,,-0.0323204211890697,-0.0323204211890697,-0.0323204211890697,,human,DOWN
RELN,,,,-0.0322502441704273,,,,,,,,-0.0322502441704273,-0.0322502441704273,,human,DOWN
FIGF,,,,-0.0322415344417095,,,,,,,,-0.0322415344417095,-0.0322415344417095,,human,DOWN
SFXN1,,,,,,,,-0.0322177484631538,,,,-0.0322177484631538,-0.0322177484631538,,human,DOWN
NMUR2,,,,,,-0.0322084799408912,,,,,,-0.0322084799408912,-0.0322084799408912,,human,DOWN
IGHMBP2,,,,,,,,,,,-0.032202236354351,-0.032202236354351,-0.032202236354351,,human,DOWN
GAS2L3,,,,,,,,-0.0321982838213443,,,,-0.0321982838213443,-0.0321982838213443,,human,DOWN
KIF25-AS1,-0.039629478007555,,,,,-0.0245031602680683,,,,,,-0.0320663191378116,-0.0320663191378116,-0.039629478007555,human,DOWN
UMOD,-0.0324609577655792,,,,,-0.031539436429739,,,,,,-0.0320001970976591,-0.0320001970976591,-0.0324609577655792,human,DOWN
HSPA4,,,,,,,,-0.0319887101650238,,,,-0.0319887101650238,-0.0319887101650238,,human,DOWN
UBE2D3,,,,,,,,-0.0319874547421932,,,,-0.0319874547421932,-0.0319874547421932,,human,DOWN
NUP54,,,,,,,,,,,-0.0319089591503143,-0.0319089591503143,-0.0319089591503143,,human,DOWN
ADCY4,,,,-0.0319003500044345,,,,,,,,-0.0319003500044345,-0.0319003500044345,,human,DOWN
MS4A8,-0.0359068140387535,,,,,-0.0278252102434635,,,,,,-0.0318660121411085,-0.0318660121411085,-0.0359068140387535,human,DOWN
SNX2,,,,,,,,-0.0318292416632175,,,,-0.0318292416632175,-0.0318292416632175,,human,DOWN
LRRN4CL,,,,-0.0316982120275497,,,,,,,,-0.0316982120275497,-0.0316982120275497,,human,DOWN
C14orf1,,,,,,,,-0.0314981266856193,,,,-0.0314981266856193,-0.0314981266856193,,human,DOWN
TRIM48,-0.0281606577336788,,,,,-0.0348049513995647,,,,,,-0.0314828045666217,-0.0314828045666217,-0.0281606577336788,human,DOWN
CBR1,,,,,,,-0.031398981809616,,,,,-0.031398981809616,-0.031398981809616,,human,DOWN
OXTR,,-0.0263389814645051,-0.0253685675561428,,-0.0275655686855316,,,,-0.0462736450135707,,,-0.0313866906799376,-0.0269522750750184,,human,DOWN
SNORA6,,,,,,,,,,,-0.0312736332416534,-0.0312736332416534,-0.0312736332416534,,human,DOWN
CCDC85A,-0.0309161636978387,,,,,-0.0316221676766872,,,,,,-0.031269165687263,-0.031269165687263,-0.0309161636978387,human,DOWN
IQGAP1,,,,,,,,,,,-0.0311624892055988,-0.0311624892055988,-0.0311624892055988,,human,DOWN
DDX24,,,,,,,,-0.0310811232775449,,,,-0.0310811232775449,-0.0310811232775449,,human,DOWN
PDPN,,,,,,,,,,,-0.0310568008571863,-0.0310568008571863,-0.0310568008571863,,human,DOWN
HOXB9,,,,,,,,-0.03101572021842,,,,-0.03101572021842,-0.03101572021842,,human,DOWN
TMEM248,,,,,,,,,,-0.0309947896748781,,-0.0309947896748781,-0.0309947896748781,,human,DOWN
ADA,,,,,,,,,,,-0.0309666004031896,-0.0309666004031896,-0.0309666004031896,,human,DOWN
AQP6,-0.0248048454523086,,,,,-0.0370899513363838,,,,,,-0.0309473983943462,-0.0309473983943462,-0.0248048454523086,human,DOWN
PEAR1,,,,-0.0308165196329355,,,,,,,,-0.0308165196329355,-0.0308165196329355,,human,DOWN
LSM12,,,,,,,,-0.0307290572673082,,,,-0.0307290572673082,-0.0307290572673082,,human,DOWN
CCBL1,,,,,,,,,,,-0.0306658037006855,-0.0306658037006855,-0.0306658037006855,,human,DOWN
APOLD1,,,,-0.0306344144046306,,,,,,,,-0.0306344144046306,-0.0306344144046306,,human,DOWN
GLRB,,,,,,,,,,,-0.0304801184684038,-0.0304801184684038,-0.0304801184684038,,human,DOWN
BNIP3,,,,,,,,-0.0304368585348129,,,,-0.0304368585348129,-0.0304368585348129,,human,DOWN
RNF14,,,,,,,,-0.0304362513124942,,,,-0.0304362513124942,-0.0304362513124942,,human,DOWN
RPS14,,,,,,,,-0.0304171666502952,,,,-0.0304171666502952,-0.0304171666502952,,human,DOWN
LMBRD1,,,,,,,,,-0.0301999058574438,,,-0.0301999058574438,-0.0301999058574438,,human,DOWN
APBB2,,,,,,,,-0.0301857944577932,,,,-0.0301857944577932,-0.0301857944577932,,human,DOWN
LINC00865,,,,,,-0.0301742292940616,,,,,,-0.0301742292940616,-0.0301742292940616,,human,DOWN
HNRNPA1,,,,,,,,,-0.0301312282681465,,,-0.0301312282681465,-0.0301312282681465,,human,DOWN
PFDN1,,,,,,,,-0.030061887577176,,,,-0.030061887577176,-0.030061887577176,,human,DOWN
PRMT5,,,,,,,,,,-0.0299573950469493,,-0.0299573950469493,-0.0299573950469493,,human,DOWN
ARHGAP29,,,,,,,,-0.0426847003400325,-0.0609919391572475,0.013941990211606,,-0.0299115497618913,-0.0426847003400325,,human,DOWN
CCDC85C,,,,,,,,-0.0298531297594308,,,,-0.0298531297594308,-0.0298531297594308,,human,DOWN
TXNDC12,,,,,,,,-0.0298144128173589,,,,-0.0298144128173589,-0.0298144128173589,,human,DOWN
JUN,,,,-0.0361207798123359,-0.010862031020224,,,,-0.0420770086348056,,,-0.0296866064891219,-0.0361207798123359,,human,DOWN
DDAH1,,,,,,,,-0.0295974314212799,,,,-0.0295974314212799,-0.0295974314212799,,human,DOWN
MAP4K5,,,,,,,,-0.0295599922537803,,,,-0.0295599922537803,-0.0295599922537803,,human,DOWN
PLIN1,,-0.0287645068019628,,,-0.0302598364651203,,,,,,,-0.0295121716335415,-0.0295121716335415,,human,DOWN
RRAS,,,,,,,,-0.0294907260686159,,,,-0.0294907260686159,-0.0294907260686159,,human,DOWN
PRRC1,,,,,,,,-0.0294810589402914,,,,-0.0294810589402914,-0.0294810589402914,,human,DOWN
CAP2,,,,,,,,,,,-0.0294625647366046,-0.0294625647366046,-0.0294625647366046,,human,DOWN
ACVR1,,,,,,,,,,,-0.0294524878263473,-0.0294524878263473,-0.0294524878263473,,human,DOWN
CBFB,,,,,,,,,,-0.0294249802827835,,-0.0294249802827835,-0.0294249802827835,,human,DOWN
LPXN,,,,,,,,-0.0294019151479005,,,,-0.0294019151479005,-0.0294019151479005,,human,DOWN
C1orf151,,,,,,,,,,,-0.0293656457215547,-0.0293656457215547,-0.0293656457215547,,human,DOWN
TRAM2,,,,,,,,-0.0292842723429203,,,,-0.0292842723429203,-0.0292842723429203,,human,DOWN
SNORD14C,,,,,,,,-0.0292681735008955,,,,-0.0292681735008955,-0.0292681735008955,,human,DOWN
PCLO,-0.0186685062944889,,,,,-0.0395653992891311,,,,,,-0.02911695279181,-0.02911695279181,-0.0186685062944889,human,DOWN
CX3CR1,,,,,,,,,-0.02909448556602,,,-0.02909448556602,-0.02909448556602,,human,DOWN
FAM198B,-0.0226050484925508,,,,,-0.0352913923561573,,,,,,-0.028948220424354,-0.028948220424354,-0.0226050484925508,human,DOWN
RAP1B,,,,,,,,-0.0288473330438137,,,,-0.0288473330438137,-0.0288473330438137,,human,DOWN
ALDH1A3,,,,,,,,,-0.0288212522864341,,,-0.0288212522864341,-0.0288212522864341,,human,DOWN
MUC15,-0.0258150361478328,,,,,-0.0315914899110794,,,,,,-0.0287032630294561,-0.0287032630294561,-0.0258150361478328,human,DOWN
ERO1L,,,,,,,,-0.028701776638627,,,,-0.028701776638627,-0.028701776638627,,human,DOWN
NAA15,,,,,,,,-0.0286723989993333,,,,-0.0286723989993333,-0.0286723989993333,,human,DOWN
PHB,,,,,,,,-0.0286703910678625,,,,-0.0286703910678625,-0.0286703910678625,,human,DOWN
RIF1,,,,,,,,,,,-0.0286301039159297,-0.0286301039159297,-0.0286301039159297,,human,DOWN
TTC17,,,,,,,,,,,-0.0286232139915227,-0.0286232139915227,-0.0286232139915227,,human,DOWN
G3BP1,,,,,,,,-0.0286137014627456,,,,-0.0286137014627456,-0.0286137014627456,,human,DOWN
SPDL1,,,,,,,,-0.0285190604627132,,,,-0.0285190604627132,-0.0285190604627132,,human,DOWN
SLC40A1,-0.0220526363700628,,,,,-0.0348491333425045,,,,,,-0.0284508848562836,-0.0284508848562836,-0.0220526363700628,human,DOWN
TMX1,,,,,,,,,,-0.0284185949712991,,-0.0284185949712991,-0.0284185949712991,,human,DOWN
CIRH1A,,,,,,,,-0.0283271055668592,,,,-0.0283271055668592,-0.0283271055668592,,human,DOWN
C6orf48,,,,,,,,-0.0294945575296878,-0.0270815230906009,,,-0.0282880403101444,-0.0282880403101444,,human,DOWN
SSR1,,,,,,,,-0.0282859299331903,,,,-0.0282859299331903,-0.0282859299331903,,human,DOWN
HHIP,,,,,,,,-0.0282800253480672,,,,-0.0282800253480672,-0.0282800253480672,,human,DOWN
TRPC1,,,,,,,,,,,-0.0282618198543787,-0.0282618198543787,-0.0282618198543787,,human,DOWN
SNORD57,,,,,,,,-0.0281864833086729,,,,-0.0281864833086729,-0.0281864833086729,,human,DOWN
ARC,-0.033125702291727,,,,,-0.0231995526701211,,,,,,-0.0281626274809241,-0.0281626274809241,-0.033125702291727,human,DOWN
CTNNA1,,,,,,,,-0.034973356872797,,,-0.0212771780788898,-0.0281252674758434,-0.0281252674758434,,human,DOWN
LRIG3,,,,,,,,,,,-0.0281036030501127,-0.0281036030501127,-0.0281036030501127,,human,DOWN
GTF2A1,,,,,,,,-0.0280946213752031,,,,-0.0280946213752031,-0.0280946213752031,,human,DOWN
AMY1A,-0.0204762276262044,,,,,-0.0356900058686733,,,,,,-0.0280831167474389,-0.0280831167474389,-0.0204762276262044,human,DOWN
SCD,,,,,,,,-0.0185450669378042,,-0.0375749096274375,,-0.0280599882826209,-0.0280599882826209,,human,DOWN
IFITM3,,-0.0296696387231349,,,-0.0441539026796817,,,-0.0193891078233718,-0.0188053231686353,,,-0.028004493098706,-0.0245293732732534,,human,DOWN
ASCL1,-0.0279924031347036,,,,,,,,,,,-0.0279924031347036,-0.0279924031347036,-0.0279924031347036,human,DOWN
ITM2B,,-0.0418667867779731,,-0.0127874696627259,-0.0292871128767728,,,,,,,-0.0279804564391573,-0.0292871128767728,,human,DOWN
TM4SF18,-0.0279746651649475,,,,,,,,,,,-0.0279746651649475,-0.0279746651649475,-0.0279746651649475,human,DOWN
LOC100505614,,-0.071190670132637,,0.0286368131637573,-0.0410780906677246,,,,,,,-0.0278773158788681,-0.0410780906677246,,human,DOWN
CCDC88A,,,,,,,,,,,-0.0278446394950151,-0.0278446394950151,-0.0278446394950151,,human,DOWN
KMO,-0.0221208333969116,,,,,-0.0335121266543865,,,,,,-0.027816480025649,-0.027816480025649,-0.0221208333969116,human,DOWN
TPRG1,0.0236098561435937,,,,,-0.0791821107268333,,,,,,-0.0277861272916197,-0.0277861272916197,0.0236098561435937,human,DOWN
AP2B1,,,,,,,,-0.0277844257652759,,,,-0.0277844257652759,-0.0277844257652759,,human,DOWN
KPNB1,,,,,,,,-0.0277783442288637,,,,-0.0277783442288637,-0.0277783442288637,,human,DOWN
UGT2B28,0.0189798641949892,-0.035251036286354,,,-0.0669269114732742,,,,,,,-0.0277326945215463,-0.035251036286354,0.0189798641949892,human,DOWN
TCN1,-0.090200699865818,0.0180189218372106,,,0.0137549899518489,-0.0577418990433216,,,-0.0224157385528087,,,-0.0277168851345777,-0.0224157385528087,-0.090200699865818,human,DOWN
POLR2J,,,,,,,,,,-0.0277028996497392,,-0.0277028996497392,-0.0277028996497392,,human,DOWN
DDX47,,,,-0.0276489648967981,,,,,,,,-0.0276489648967981,-0.0276489648967981,,human,DOWN
TMEM125,-0.0242232829332351,,,,,-0.0310450363904237,,,,,,-0.0276341596618294,-0.0276341596618294,-0.0242232829332351,human,DOWN
TEAD1,,,,,,,,-0.0275791101157665,,,,-0.0275791101157665,-0.0275791101157665,,human,DOWN
SCRG1,-0.0383679345250129,,,,,-0.0166805777698755,,,,,,-0.0275242561474442,-0.0275242561474442,-0.0383679345250129,human,DOWN
GRIN2C,-0.0345996990799903,,,,,-0.0204390417784452,,,,,,-0.0275193704292178,-0.0275193704292178,-0.0345996990799903,human,DOWN
FNDC1,-0.0283369086682796,,,0.020444257184863,,-0.0743521004915237,,,,,,-0.0274149173249801,-0.0283369086682796,-0.0283369086682796,human,DOWN
RBBP8,,,,,,,,,-0.0273721050471067,,,-0.0273721050471067,-0.0273721050471067,,human,DOWN
ANXA1,,-0.0244815293699502,0.0310532413423061,-0.0170066244900226,-0.0310827437788248,,,,-0.0941157042980194,-0.0284825284034013,,-0.0273526481663187,-0.0264820288866758,,human,DOWN
XRCC6,,,,,,,,-0.0273500699549913,,,,-0.0273500699549913,-0.0273500699549913,,human,DOWN
MAP1B,,,,,,,,-0.026522921398282,,,-0.0281051583588123,-0.0273140398785471,-0.0273140398785471,,human,DOWN
CPEB4,,,,,,,,-0.0273050051182508,,,,-0.0273050051182508,-0.0273050051182508,,human,DOWN
BMP2,,,,,,,,,,,-0.0272754374891519,-0.0272754374891519,-0.0272754374891519,,human,DOWN
NR4A2,,,,-0.0214374046772718,,,,,-0.0330866836011409,,,-0.0272620441392064,-0.0272620441392064,,human,DOWN
IL1A,,,,,,,,-0.0271236430853605,,,,-0.0271236430853605,-0.0271236430853605,,human,DOWN
ABCC8,-0.0271183233708143,,,,,,,,,,,-0.0271183233708143,-0.0271183233708143,-0.0271183233708143,human,DOWN
CSTB,,,,,,,,,,-0.0271020829677581,,-0.0271020829677581,-0.0271020829677581,,human,DOWN
FOS,,-0.0462142154574394,0.0330675281584262,-0.1271451115608215,-0.0539057031273841,,0.0192457735538482,,-0.0784547552466392,,0.0638720914721489,-0.0270763417439801,-0.0462142154574394,,human,DOWN
GPX3,,-0.0298276599496603,,-0.0196004696190357,-0.0316225066781044,,,,,,,-0.0270168787489334,-0.0298276599496603,,human,DOWN
PHACTR4,,,,,,,,-0.0269687697291374,,,,-0.0269687697291374,-0.0269687697291374,,human,DOWN
PPP3CA,,,,,,,,-0.0269301775842905,,,,-0.0269301775842905,-0.0269301775842905,,human,DOWN
CD151,,,-0.019190551713109,,,,,-0.0345646329224109,,,,-0.0268775923177599,-0.0268775923177599,,human,DOWN
CCSER2,,,,,,,,-0.0268751382827758,,,,-0.0268751382827758,-0.0268751382827758,,human,DOWN
LGALS3BP,,,,,,,-0.026873467490077,,,,,-0.026873467490077,-0.026873467490077,,human,DOWN
LOC728653,,,,,,,,,,,-0.0268375370651483,-0.0268375370651483,-0.0268375370651483,,human,DOWN
CTGF,,-0.0281594321131706,0.0219365134835243,,-0.0273465067148208,,,-0.0451738014817237,-0.0402325540781021,-0.0419176444411277,,-0.0268155708909034,-0.0341959930956363,,human,DOWN
FMO2,,-0.0365840420126915,,-0.0243383459746837,-0.0589255653321743,-0.026127029210329,,,0.0119322258979082,,,-0.026808551326394,-0.026127029210329,,human,DOWN
UHRF2,,,,-0.0267961006611585,,,,,,,,-0.0267961006611585,-0.0267961006611585,,human,DOWN
GRPEL2,,,,,,,,-0.0267921183258295,,,,-0.0267921183258295,-0.0267921183258295,,human,DOWN
GMFB,,,,,,,,-0.0267754681408405,,,,-0.0267754681408405,-0.0267754681408405,,human,DOWN
ETV6,,,,,,,,,,,-0.0266563240438699,-0.0266563240438699,-0.0266563240438699,,human,DOWN
PLA2G10,-0.0263252686709165,,,,,-0.0268162786960601,,,,,,-0.0265707736834883,-0.0265707736834883,-0.0263252686709165,human,DOWN
DPAGT1,,,,,,,,,,,-0.0265438836067914,-0.0265438836067914,-0.0265438836067914,,human,DOWN
ID3,,,,,,,-0.012903718277812,,,-0.0400537960231304,,-0.0264787571504712,-0.0264787571504712,,human,DOWN
PTHLH,-0.0303348284214735,,,,,-0.0223690588027238,,,,,,-0.0263519436120986,-0.0263519436120986,-0.0303348284214735,human,DOWN
PLAC8,,,,,,,-0.0104570388793945,-0.0421966090798378,,,,-0.0263268239796161,-0.0263268239796161,,human,DOWN
RPL13AP5,,-0.0600816048681736,0.0426123552024364,,-0.0548728816211223,,,-0.0419057421386241,-0.0292142368853092,-0.0143485460430383,,-0.0263017760589718,-0.0355599895119667,,human,DOWN
ALDOA,,0.0135050844401121,-0.0400067009031772,,,,,,,-0.0524035766720771,,-0.0263017310450474,-0.0400067009031772,,human,DOWN
MAP1LC3B,,,,,,,,,,-0.0262558627873659,,-0.0262558627873659,-0.0262558627873659,,human,DOWN
NNT,,,,,,,,,,,-0.0262378025799989,-0.0262378025799989,-0.0262378025799989,,human,DOWN
ECM2,-0.0261394884437322,,,,,,,,,,,-0.0261394884437322,-0.0261394884437322,-0.0261394884437322,human,DOWN
PTP4A2,,,,,,,,-0.026120850816369,,,,-0.026120850816369,-0.026120850816369,,human,DOWN
DHCR7,,,,,,,,-0.0365774929523468,,-0.0156575329601764,,-0.0261175129562616,-0.0261175129562616,,human,DOWN
CRIM1,,,,,,,,-0.0261063519865274,,,,-0.0261063519865274,-0.0261063519865274,,human,DOWN
ABI3BP,,,,,,-0.025984114035964,,,,,,-0.025984114035964,-0.025984114035964,,human,DOWN
IQGAP2,,,,,,,,,,,-0.0259514655917882,-0.0259514655917882,-0.0259514655917882,,human,DOWN
TSPAN31,,,,,,,,,,,-0.0259499195963144,-0.0259499195963144,-0.0259499195963144,,human,DOWN
BUB3,,,,,,,,-0.0259391777217388,,,,-0.0259391777217388,-0.0259391777217388,,human,DOWN
BMP2K,,,,,,,,-0.0259289182722568,,,,-0.0259289182722568,-0.0259289182722568,,human,DOWN
C7,,,,-0.0258650183677673,,,,,,,,-0.0258650183677673,-0.0258650183677673,,human,DOWN
PDP1,,,,,,,,-0.0258646663278341,,,,-0.0258646663278341,-0.0258646663278341,,human,DOWN
KIAA0265,,,,,,,,,,,-0.0258342698216438,-0.0258342698216438,-0.0258342698216438,,human,DOWN
TXNIP,,-0.0720923840999603,-0.0116283884271979,-0.0477623492479324,-0.0668713003396987,,0.0692173093557357,,,,,-0.0258274225518107,-0.0477623492479324,,human,DOWN
TRIM8,,,,,,,,-0.0258155595511198,,,,-0.0258155595511198,-0.0258155595511198,,human,DOWN
ZNF676,,,,,,,,,,,-0.0257980711758136,-0.0257980711758136,-0.0257980711758136,,human,DOWN
DNAJB6,,,,,,,,-0.025791972875595,,,,-0.025791972875595,-0.025791972875595,,human,DOWN
VCL,,,,,,,,,,,-0.0257674064487218,-0.0257674064487218,-0.0257674064487218,,human,DOWN
SELT,,,,,,,,,,-0.0257320348173379,,-0.0257320348173379,-0.0257320348173379,,human,DOWN
IL1RAP,,,,,,,,,,,-0.02572619356215,-0.02572619356215,-0.02572619356215,,human,DOWN
KPNA6,,,,,,,,-0.0257177092134952,,,,-0.0257177092134952,-0.0257177092134952,,human,DOWN
PRDM6,-0.0232999809086322,,,,,-0.0281349588185548,,,,,,-0.0257174698635935,-0.0257174698635935,-0.0232999809086322,human,DOWN
FADS2,,,,,,,,-0.0257009416818618,,,,-0.0257009416818618,-0.0257009416818618,,human,DOWN
SNHG8,,-0.0246741361916065,,,-0.0266704428941011,,,,,,,-0.0256722895428538,-0.0256722895428538,,human,DOWN
THNSL2,-0.0256600268185138,,,,,,,,,,,-0.0256600268185138,-0.0256600268185138,-0.0256600268185138,human,DOWN
FAM184B,-0.0128006236627697,,,,,-0.0384936667978763,,,,,,-0.025647145230323,-0.025647145230323,-0.0128006236627697,human,DOWN
SSR3,,,,,,,,,,,-0.0255919061601161,-0.0255919061601161,-0.0255919061601161,,human,DOWN
FAM84A,-0.0155659429728984,,,,,-0.0355566479265689,,,,,,-0.0255612954497337,-0.0255612954497337,-0.0155659429728984,human,DOWN
MLL3,,,,,,,,,,,-0.0255488436669111,-0.0255488436669111,-0.0255488436669111,,human,DOWN
DUSP10,,,,,,,,-0.025545384734869,,,,-0.025545384734869,-0.025545384734869,,human,DOWN
VTCN1,-0.0540447607636451,-0.0216876231133937,-0.0241039898246526,,-0.0304217543452978,-0.0111119393259286,-0.0118856392800807,,,,,-0.0255426177754998,-0.0228958064690232,-0.0540447607636451,human,DOWN
ANXA3,,,,,-0.0112230526283383,,,-0.0248584188520908,,,-0.0404389910399913,-0.0255068208401401,-0.0248584188520908,,human,DOWN
EGR2,,-0.0197935942560434,,-0.0204585567116737,-0.0228270646184682,,,,-0.0387964583933353,,,-0.0254689184948802,-0.021642810665071,,human,DOWN
TUBA1A,,,,-0.0383837670087814,,,-0.0095149371773004,,-0.0893539562821388,0.0354170948266983,,-0.0254588914103806,-0.0239493520930409,,human,DOWN
TMEM184C,,,,,,,,-0.0254190675914287,,,,-0.0254190675914287,-0.0254190675914287,,human,DOWN
MRPL34,,,,,,,,,,-0.0254037212580442,,-0.0254037212580442,-0.0254037212580442,,human,DOWN
KIAA1191,,,,,,,,-0.0254029817879199,,,,-0.0254029817879199,-0.0254029817879199,,human,DOWN
STAT1,,,,,,,,,,,-0.0254008881747722,-0.0254008881747722,-0.0254008881747722,,human,DOWN
EGR3,,,,-0.0113256862387061,,,,,-0.0394678562879562,,,-0.0253967712633311,-0.0253967712633311,,human,DOWN
ABLIM1,,,,-0.0253937225788831,,,,,,,,-0.0253937225788831,-0.0253937225788831,,human,DOWN
ITGAE,,,,,,,,,,-0.0253925714641809,,-0.0253925714641809,-0.0253925714641809,,human,DOWN
IL4R,,,,,,,,,,,-0.0253630839288234,-0.0253630839288234,-0.0253630839288234,,human,DOWN
ADRA2A,,,,,,-0.0253396145999431,,,,,,-0.0253396145999431,-0.0253396145999431,,human,DOWN
EFCAB14,,,,,,,,-0.0253265835344791,,,,-0.0253265835344791,-0.0253265835344791,,human,DOWN
LIMCH1,,,,,,,,-0.0212414655834436,,,-0.0293931160122156,-0.0253172907978296,-0.0253172907978296,,human,DOWN
MT1HL1,,-0.0318243354558944,-0.0714131891727447,0.0267118401825428,-0.0346446149051189,,,,,-0.0151434009894728,,-0.0252627400681376,-0.0318243354558944,,human,DOWN
SNX19,,,,,,,,,,,-0.0252502504736185,-0.0252502504736185,-0.0252502504736185,,human,DOWN
TCEB3,,,,,,,,,,,-0.0252495110034942,-0.0252495110034942,-0.0252495110034942,,human,DOWN
POP7,,,,,,,,,,-0.0252242367714643,,-0.0252242367714643,-0.0252242367714643,,human,DOWN
SERPINI1,-0.0264123324304819,,,,,-0.0239219013601541,,,,,,-0.025167116895318,-0.025167116895318,-0.0264123324304819,human,DOWN
STMN2,,,,,,-0.0251593589782714,,,,,,-0.0251593589782714,-0.0251593589782714,,human,DOWN
CD81,,-0.0395006164908409,-0.0500071123242378,-0.0112912319600582,-0.0391607582569122,,,-0.036381009966135,,0.0254278928041458,,-0.025152139365673,-0.0377708841115236,,human,DOWN
C2,,,,,,,,,,,-0.0251499228179454,-0.0251499228179454,-0.0251499228179454,,human,DOWN
RPL23A,,,-0.0332300700247287,,-0.0124139999970793,,,-0.0295486859977245,,,,-0.0250642520065108,-0.0295486859977245,,human,DOWN
CDK1,,,,,,,,,,-0.0250089578330516,,-0.0250089578330516,-0.0250089578330516,,human,DOWN
HNRNPF,,,,,,,,,,-0.0249970275908708,,-0.0249970275908708,-0.0249970275908708,,human,DOWN
SLC6A14,,,,,,,,,-0.0248999167233705,,,-0.0248999167233705,-0.0248999167233705,,human,DOWN
TUG1,,,-0.0093165030702948,,,,,,,,-0.0403698422014713,-0.024843172635883,-0.024843172635883,,human,DOWN
CLIC6,-0.0384962894022464,,,,,-0.0111749777570366,,,,,,-0.0248356335796415,-0.0248356335796415,-0.0384962894022464,human,DOWN
LEAP2,,,,,,,,,,,-0.0248303432017564,-0.0248303432017564,-0.0248303432017564,,human,DOWN
HOXB6,,,,,,,,,,,-0.0248202886432409,-0.0248202886432409,-0.0248202886432409,,human,DOWN
PICALM,,,,,,,,,,,-0.0247956048697233,-0.0247956048697233,-0.0247956048697233,,human,DOWN
CXCL12,,-0.0241213180124759,,-0.0389742888510227,-0.0240577161312103,,,,-0.0119956294074654,,,-0.0247872381005436,-0.0240895170718431,,human,DOWN
HAS2,,,,,,,,-0.0247531365603208,,,,-0.0247531365603208,-0.0247531365603208,,human,DOWN
CTH,,,,,,,,,,,-0.0247456766664981,-0.0247456766664981,-0.0247456766664981,,human,DOWN
UBXN10,-0.03609474375844,,,,,-0.0132760126143693,,,,,,-0.0246853781864047,-0.0246853781864047,-0.03609474375844,human,DOWN
AFF1,,,,,,,,-0.0246596224606037,,,,-0.0246596224606037,-0.0246596224606037,,human,DOWN
KIAA0241,,,,,,,,,,,-0.024579644203186,-0.024579644203186,-0.024579644203186,,human,DOWN
AARS,,,,,,,,,,-0.0315010175108909,-0.0173787027597427,-0.0244398601353168,-0.0244398601353168,,human,DOWN
MS4A2,-0.0348602794110775,,,,,-0.0139670083299279,,,,,,-0.0244136438705027,-0.0244136438705027,-0.0348602794110775,human,DOWN
FTO,,-0.0240741726011037,-0.0246035680174827,,-0.0245447028428316,,,,,,,-0.024407481153806,-0.0245447028428316,,human,DOWN
CFL2,,,,,,,,,,,-0.0244000684469938,-0.0244000684469938,-0.0244000684469938,,human,DOWN
POLR2B,,,,,,,,-0.0243685897439718,,,,-0.0243685897439718,-0.0243685897439718,,human,DOWN
STX18,,,,,,,,-0.0243391133844852,,,,-0.0243391133844852,-0.0243391133844852,,human,DOWN
IPO7,,,,,,,,-0.0242388844490051,,,,-0.0242388844490051,-0.0242388844490051,,human,DOWN
