gene_symbol,logfc_dz:392,logfc_dz:978,logfc_dz:148,logfc_dz:602,logfc_dz:24,logfc_dz:52,logfc_dz:39,logfc_dz:478,logfc_dz:448,logfc_dz:504,logfc_dz:11,mean_logfc,median_logfc,common_experiment,organism,signature_type
PYGB,,,,,,,0.0231928676366806,,,,,0.0231928676366806,0.0231928676366806,,human,UP
SIGMAR1,,,,,,,,0.0231818053871393,,,,0.0231818053871393,0.0231818053871393,,human,UP
TERC,0.0220160279422998,,,,,0.0243335347622632,,,,,,0.0231747813522815,0.0231747813522815,0.0220160279422998,human,UP
TMA7,,0.0245678890496492,-0.0269582066684961,0.0337400287389755,0.022977128624916,,,,0.0540139861404895,0.030646787956357,,0.0231646023069818,0.0276073385030031,,human,UP
GAPDH,,0.0846504792571067,0.0702817365527153,0.0301752220839262,0.0717840194702148,,,,-0.0286686047911643,-0.089454174041748,,0.0231281130885084,0.0502284793183207,,human,UP
FAM127B,,,,,,,,0.0231266375631093,,,,0.0231266375631093,0.0231266375631093,,human,UP
ATXN10,,,,,,,,,,,0.0230988133698701,0.0230988133698701,0.0230988133698701,,human,UP
MRPS24,,,,0.0230964738875627,,,,,,,,0.0230964738875627,0.0230964738875627,,human,UP
RARRES1,0.0137978568673133,,,,,0.0323802605271339,,,,,,0.0230890586972236,0.0230890586972236,0.0137978568673133,human,UP
PVRL1,,,,,,,0.0230618901550769,,,,,0.0230618901550769,0.0230618901550769,,human,UP
C9orf129,,,,,,,,0.0230601727962493,,,,0.0230601727962493,0.0230601727962493,,human,UP
MSL2,,,,,,,,0.0230511967092752,,,,0.0230511967092752,0.0230511967092752,,human,UP
GPR56,,,,,,,,0.0230331141501665,,,,0.0230331141501665,0.0230331141501665,,human,UP
PPP6C,,,,,,,,0.0229997988790273,,,,0.0229997988790273,0.0229997988790273,,human,UP
CARKD,,,,,,,,,0.0229842197149992,,,0.0229842197149992,0.0229842197149992,,human,UP
C9orf135,,,,,,0.0229710936546325,,,,,,0.0229710936546325,0.0229710936546325,,human,UP
INPP5A,,,,,,,,,,,0.0229692608118057,0.0229692608118057,0.0229692608118057,,human,UP
GM2A,,,,,,,0.0228931345045566,,,,,0.0228931345045566,0.0228931345045566,,human,UP
B4GALT1,,,,,,,0.0228513050824403,,,,,0.0228513050824403,0.0228513050824403,,human,UP
USMG5,,0.0311082918196916,,0.0329322330653667,0.0474182218313217,,,-0.0200939998030662,,,,0.0228411867283284,0.0320202624425292,,human,UP
ATP1B3,,,0.022798104211688,,,,,,,,,0.022798104211688,0.022798104211688,,human,UP
CCND3,,,,,,,,0.0227896180003881,,,,0.0227896180003881,0.0227896180003881,,human,UP
BEX2,,,,,,,0.0227604191750288,,,,,0.0227604191750288,0.0227604191750288,,human,UP
COL12A1,,,,,,,,0.0227435119450092,,,,0.0227435119450092,0.0227435119450092,,human,UP
SMOC2,0.0213744957000017,,,,,0.0240840651094913,,,,,,0.0227292804047465,0.0227292804047465,0.0213744957000017,human,UP
PRC1,,,,,,,,0.0198127254843711,,0.0256425943225622,,0.0227276599034667,0.0227276599034667,,human,UP
VPS52,,,,,,,,0.0227025859057903,,,,0.0227025859057903,0.0227025859057903,,human,UP
TGFBR1,,,,,,,,0.022696753963828,,,,0.022696753963828,0.022696753963828,,human,UP
DHX9,,,,,,,,,,,0.0226390790194273,0.0226390790194273,0.0226390790194273,,human,UP
PSMD6,,,,,,,,,,0.0226276516914367,,0.0226276516914367,0.0226276516914367,,human,UP
ARHGDIA,,,,,,,,,,0.0226145777851343,,0.0226145777851343,0.0226145777851343,,human,UP
CLU,,,0.017936011776328,,,,,0.027288107201457,,,,0.0226120594888925,0.0226120594888925,,human,UP
LBH,,,,,,,,,0.0226104240864515,,,0.0226104240864515,0.0226104240864515,,human,UP
FAS,,,,,,,0.0226085931062698,,,,,0.0226085931062698,0.0226085931062698,,human,UP
BGN,,,,0.0225997138768434,,,,,,,,0.0225997138768434,0.0225997138768434,,human,UP
GCLC,,,,,,,0.0225449539721012,,,,,0.0225449539721012,0.0225449539721012,,human,UP
MYH2,,,,,,,,,,,0.0225437842309474,0.0225437842309474,0.0225437842309474,,human,UP
NMI,,,,,,,,,,,0.0225417520850896,0.0225417520850896,0.0225417520850896,,human,UP
BCL3,,,,,,,,0.0225283335894346,,,,0.0225283335894346,0.0225283335894346,,human,UP
IGHV3-23,,0.0259838141500949,,,0.019055102020502,,,,,,,0.0225194580852985,0.0225194580852985,,human,UP
CSF1R,,,,,,-0.013599345460534,,,,,0.0586330629885196,0.0225168587639927,0.0225168587639927,,human,UP
MAPK10,0.0286291316151618,,,,,0.0163189284503459,,,,,,0.0224740300327539,0.0224740300327539,0.0286291316151618,human,UP
EXOC3,,,,,,,,,,,0.0224632415920496,0.0224632415920496,0.0224632415920496,,human,UP
ITGB5,,,,,,,,0.0223940927535295,,,,0.0223940927535295,0.0223940927535295,,human,UP
PPARG,,,,,,,,0.0223917234688997,,,,0.0223917234688997,0.0223917234688997,,human,UP
VEGFA,,,,,,,0.0223822724074125,,,,,0.0223822724074125,0.0223822724074125,,human,UP
RBM39,,,,,,,,,0.0223551262170076,,,0.0223551262170076,0.0223551262170076,,human,UP
GRB7,,0.0223278161138296,,,,,,,,,,0.0223278161138296,0.0223278161138296,,human,UP
TBCA,,,,,,,,,0.0188108924776315,0.0257907956838607,,0.0223008440807461,0.0223008440807461,,human,UP
ADORA2B,,,,,,,,0.022284559905529,,,,0.022284559905529,0.022284559905529,,human,UP
EPCAM,,0.0331061109900474,,,0.0674610584974289,,,,-0.0337698124349117,,,0.0222657856841882,0.0331061109900474,,human,UP
TMEM127,,,,,,,,0.0222496148198843,,,,0.0222496148198843,0.0222496148198843,,human,UP
KIAA0280,,,,,,,0.0222240071743726,,,,,0.0222240071743726,0.0222240071743726,,human,UP
CCNA1,,,,,,,0.0222227368503808,,,,,0.0222227368503808,0.0222227368503808,,human,UP
PGAM1,,0.0108788795769214,,0.0283066760748624,,,,,0.0202250722795724,0.0293169151991605,,0.0221818857826292,0.0242658741772174,,human,UP
JADE1,,,,,,,,,0.022179577499628,,,0.022179577499628,0.022179577499628,,human,UP
CPA4,,,,,,,,0.0221665650606155,,,,0.0221665650606155,0.0221665650606155,,human,UP
CSGALNACT2,,,,,,,,,,,0.0221170131117105,0.0221170131117105,0.0221170131117105,,human,UP
KIAA0247,,,,0.0265153273940086,,,,,,,0.0177133530378341,0.0221143402159214,0.0221143402159214,,human,UP
ATP5A1,,,0.0095557374879717,,,,,,0.0346504710614681,,,0.0221031042747199,0.0221031042747199,,human,UP
SPHK1,,,,0.022084517404437,,,,,,,,0.022084517404437,0.022084517404437,,human,UP
C1orf110,,,,,,,,0.0220812186598777,,,,0.0220812186598777,0.0220812186598777,,human,UP
SERPINH1,,,0.0128693478181958,0.0306040272116661,,,,0.0225482508540153,,,,0.022007208627959,0.0225482508540153,,human,UP
DKFZP434H168,,,,,,,,,,,0.0219877827912569,0.0219877827912569,0.0219877827912569,,human,UP
ARSA,,,,,,,,,,,0.0219690147787332,0.0219690147787332,0.0219690147787332,,human,UP
RYK,,,,,,,,0.0218658931553363,,,,0.0218658931553363,0.0218658931553363,,human,UP
GIMAP4,0.0218475796282291,,,,,,,,,,,0.0218475796282291,0.0218475796282291,0.0218475796282291,human,UP
GINS1,,,,,,,,0.0218070037662982,,,,0.0218070037662982,0.0218070037662982,,human,UP
COL8A2,,,,0.0217609573155641,,,,,,,,0.0217609573155641,0.0217609573155641,,human,UP
ROMO1,,,,0.0169515758752822,,,,0.0265102125704288,,,,0.0217308942228555,0.0217308942228555,,human,UP
LOC100132985,,,,,,,,,,,0.0217083860188722,0.0217083860188722,0.0217083860188722,,human,UP
SPCS1,,,,0.0183382518589496,,,,,0.0249752067029476,,,0.0216567292809486,0.0216567292809486,,human,UP
LOC25845,,,,,,,,,,,0.0216545816510915,0.0216545816510915,0.0216545816510915,,human,UP
CFL1,,0.0365057066082954,-0.1778326034545898,,0.0147310802713036,,,,0.0445582680404186,0.1902533620595932,,0.0216431627050042,0.0365057066082954,,human,UP
LOC100509635,,,,0.0558822639286518,-0.0126500343903899,,,,,,,0.0216161147691309,0.0216161147691309,,human,UP
F8A3,,,,,,,,0.0216071363538503,,,,0.0216071363538503,0.0216071363538503,,human,UP
ELAVL2,,,,,,,,,,,0.0215961411595344,0.0215961411595344,0.0215961411595344,,human,UP
TUBB3,,0.0127704050391912,,,,,,,,0.0303797982633113,,0.0215751016512513,0.0215751016512513,,human,UP
CTSC,,,0.0252739153802394,,,,0.0178084131330251,,,,,0.0215411642566323,0.0215411642566323,,human,UP
ZWINT,,0.0248077418655157,,,0.0181365590542554,,,,,,,0.0214721504598855,0.0214721504598855,,human,UP
GLYR1,,,,0.0214395299553871,,,,,,,,0.0214395299553871,0.0214395299553871,,human,UP
C17orf65,,,,,,,,,,,0.0214314889162778,0.0214314889162778,0.0214314889162778,,human,UP
CTCFL,,,,,,,,0.0214103609323501,,,,0.0214103609323501,0.0214103609323501,,human,UP
ZP2,0.0118874628096818,,,,,0.030796630308032,,,,,,0.0213420465588569,0.0213420465588569,0.0118874628096818,human,UP
NBL1,,,,0.0326159186661243,,,0.0100236600264906,,,,,0.0213197893463075,0.0213197893463075,,human,UP
CDK4,,,,,0.0191496554762125,,,0.0234636962413787,,,,0.0213066758587956,0.0213066758587956,,human,UP
TINAGL1,,,,,,,,0.0212935954332351,,,,0.0212935954332351,0.0212935954332351,,human,UP
RAB1C,,,,,,,,0.0212842375040054,,,,0.0212842375040054,0.0212842375040054,,human,UP
RYR1,,,,,,,,,,,0.0212576370686292,0.0212576370686292,0.0212576370686292,,human,UP
MLLT10,,,,,,,,,,,0.0212402287870645,0.0212402287870645,0.0212402287870645,,human,UP
ZMYND11,,,,,,,,,,,0.0212276149541139,0.0212276149541139,0.0212276149541139,,human,UP
TMEM14B,,,,,0.0212212614715099,,,,,,,0.0212212614715099,0.0212212614715099,,human,UP
ZFP42,,,,,,,,,,,0.0212188195437192,0.0212188195437192,0.0212188195437192,,human,UP
RPS15A,,,0.0148130767047405,,,,,,,0.0276235677301883,,0.0212183222174644,0.0212183222174644,,human,UP
COMMD3,,0.0255824737250804,,,0.0168290045112371,,,,,,,0.0212057391181588,0.0212057391181588,,human,UP
IRAK3,,,,,,0.0211950931698083,,,,,,0.0211950931698083,0.0211950931698083,,human,UP
NFYB,,,,,,,,,,,0.0211798027157783,0.0211798027157783,0.0211798027157783,,human,UP
LILRA4,0.0211555045098066,,,,,,,,,,,0.0211555045098066,0.0211555045098066,0.0211555045098066,human,UP
S100A14,,0.0283517111092805,,,0.0124217215925455,,0.0226650796830654,,,,,0.0211461707949638,0.0226650796830654,,human,UP
KRT80,,,,,,,,0.0211233459413051,,,,0.0211233459413051,0.0211233459413051,,human,UP
MLF2,,,,,,,,0.0210909079760313,,,,0.0210909079760313,0.0210909079760313,,human,UP
COX8A,,0.0210887752473354,-0.0097737116739153,0.0364646129310131,0.0193960927426815,,,,,0.0381620377302169,,0.0210675613954663,0.0210887752473354,,human,UP
LRRC32,,,,,,,,,,,0.0210657212883234,0.0210657212883234,0.0210657212883234,,human,UP
DKK3,,,,,,,0.0210582558065652,,,,,0.0210582558065652,0.0210582558065652,,human,UP
SYNPO2,0.0122045697644352,,,,,0.0298858378082513,,,,,,0.0210452037863433,0.0210452037863433,0.0122045697644352,human,UP
CDC20,,,,,,,,,,0.0210383906960487,,0.0210383906960487,0.0210383906960487,,human,UP
KIAA0701,,,,,,,0.02103809453547,,,,,0.02103809453547,0.02103809453547,,human,UP
TYMS,,,,,,,,0.0210362169891595,,,,0.0210362169891595,0.0210362169891595,,human,UP
WDFY3,,,,,,,,,,,0.0210334938019514,0.0210334938019514,0.0210334938019514,,human,UP
CCNB1,,,,,,,,,,0.0210163965821266,,0.0210163965821266,0.0210163965821266,,human,UP
LOC222699,,,,,,,,,,,0.0210150703787803,0.0210150703787803,0.0210150703787803,,human,UP
TMEM245,,,,,,,,0.0210000164806842,,,,0.0210000164806842,0.0210000164806842,,human,UP
CSMD3,0.0222380328923463,,,,,0.0197123885154724,,,,,,0.0209752107039093,0.0209752107039093,0.0222380328923463,human,UP
NUP133,,,,,,,,,0.0209596808999776,,,0.0209596808999776,0.0209596808999776,,human,UP
CAPN8,,0.0209180582314729,,,,,,,,,,0.0209180582314729,0.0209180582314729,,human,UP
TRIP12,,,,,,,,,,,0.0209012329578399,0.0209012329578399,0.0209012329578399,,human,UP
PIN1,,,,,,,,,,,0.0208960827440023,0.0208960827440023,0.0208960827440023,,human,UP
MRPL12,,,,,,,,,,0.0208805333822965,,0.0208805333822965,0.0208805333822965,,human,UP
S100A16,,0.0227933172136545,,,0.0189593620598316,,,,,,,0.020876339636743,0.020876339636743,,human,UP
HLA-DMB,,,0.0208744257688522,,,,,,,,,0.0208744257688522,0.0208744257688522,,human,UP
LMO3,0.0247342064976692,,,,,0.0169862750917673,,,,,,0.0208602407947182,0.0208602407947182,0.0247342064976692,human,UP
BMI1,,0.0252836160361766,,,0.0163187254220247,,,,,,,0.0208011707291007,0.0208011707291007,,human,UP
LXN,,,,0.0207775812596082,,,,,,,,0.0207775812596082,0.0207775812596082,,human,UP
TRPV6,,,,,,0.02074771001935,,,,,,0.02074771001935,0.02074771001935,,human,UP
CALR,,,,,,,,0.021738788112998,,0.0197322554886341,,0.020735521800816,0.020735521800816,,human,UP
COL3A1,,0.0115953870117664,0.0472642295062541,0.0339885801076889,,,,,-0.0100723356008529,,,0.0206939652562141,0.0227919835597276,,human,UP
BANF1,,,-0.0112371509894728,,,,,,,0.0526185780763626,,0.0206907135434448,0.0206907135434448,,human,UP
TIMM8B,,,0.0122273480519652,,,,,,,0.0291401911526918,,0.0206837696023285,0.0206837696023285,,human,UP
CHGA,0.0206765141338109,,,,,,,,,,,0.0206765141338109,0.0206765141338109,0.0206765141338109,human,UP
TERF2IP,,,,,,,0.0206683129072189,,,,,0.0206683129072189,0.0206683129072189,,human,UP
GRAMD1B,,,,,,,,0.0206662397831678,,,,0.0206662397831678,0.0206662397831678,,human,UP
PANK2,,,,,,,,,0.0228702034801244,,0.0184054691344499,0.0206378363072872,0.0206378363072872,,human,UP
DMTF1,,,,,,,,,,,0.0206189267337322,0.0206189267337322,0.0206189267337322,,human,UP
MYO15A,,,,,,,,,,,0.0206118114292621,0.0206118114292621,0.0206118114292621,,human,UP
SNX5,,,,,,,,,,,0.0206030420958995,0.0206030420958995,0.0206030420958995,,human,UP
CCDC14,,,,,,,,0.0205923486500978,,,,0.0205923486500978,0.0205923486500978,,human,UP
TSN,,,,,,,,,,,0.0205341856926679,0.0205341856926679,0.0205341856926679,,human,UP
LOXL2,,,,,,,,0.0205036960542202,,,,0.0205036960542202,0.0205036960542202,,human,UP
TEX14,0.0205517169088125,,,,,0.0204452853649854,,,,,,0.0204985011368989,0.0204985011368989,0.0205517169088125,human,UP
PKIB,,,,,,,,,,,0.0204868838191032,0.0204868838191032,0.0204868838191032,,human,UP
SCAMP2,,,,,,,,0.0204800572246313,,,,0.0204800572246313,0.0204800572246313,,human,UP
DLG5,,,,,,,,,0.0204683188349008,,,0.0204683188349008,0.0204683188349008,,human,UP
NOTCH1,,,,,,,0.0204457994550466,,,,,0.0204457994550466,0.0204457994550466,,human,UP
DNAJC1,,0.0303544215857982,,,0.0105193061754107,,,,,,,0.0204368638806045,0.0204368638806045,,human,UP
UROS,,,,,,,,0.0204205457121133,,,,0.0204205457121133,0.0204205457121133,,human,UP
TMPO,,,,,,,,0.0202992260456085,,,,0.0202992260456085,0.0202992260456085,,human,UP
UCK1,,,,,,,,0.0202981904149055,,,,0.0202981904149055,0.0202981904149055,,human,UP
SIX1,0.0186900347471237,,,,,0.0218865629285573,,,,,,0.0202882988378405,0.0202882988378405,0.0186900347471237,human,UP
GPR125,,,,,,,0.0202877968549728,,,,,0.0202877968549728,0.0202877968549728,,human,UP
TBC1D13,,,,,,,,0.0202322322875261,,,,0.0202322322875261,0.0202322322875261,,human,UP
SNRPN,,,,,,,0.0202177334576845,,,,,0.0202177334576845,0.0202177334576845,,human,UP
PSMC5,,,,,,,,,,0.020543698221445,0.019871512427926,0.0202076053246855,0.0202076053246855,,human,UP
GJA1,,,0.0215758141130208,,,-0.0105727706104516,0.0495541207492351,,,,,0.0201857214172681,0.0215758141130208,,human,UP
MAPK6,,,,,,,0.020155806094408,,,,,0.020155806094408,0.020155806094408,,human,UP
TMEM45A,,,,0.0201255697757005,,,,,,,,0.0201255697757005,0.0201255697757005,,human,UP
NRBP1,,,,,,,,0.0201227609068155,,,,0.0201227609068155,0.0201227609068155,,human,UP
ATP8A1,0.0285034254193305,,,,,0.0117111504077911,,,,,,0.0201072879135608,0.0201072879135608,0.0285034254193305,human,UP
CROT,,,,,,,,,0.0201008934527635,,,0.0201008934527635,0.0201008934527635,,human,UP
TSKU,,,,,,,,0.0200669560581445,,,,0.0200669560581445,0.0200669560581445,,human,UP
MFAP2,,,,0.0200621038675308,,,,,,,,0.0200621038675308,0.0200621038675308,,human,UP
EPHB2,,,,,,,,,,,0.020029317587614,0.020029317587614,0.020029317587614,,human,UP
HSPE1,,0.0140293231233954,,,0.0260281898081302,,,,,,,0.0200287564657628,0.0200287564657628,,human,UP
RPL7L1,,,,,,,,,,,0.0200218334794044,0.0200218334794044,0.0200218334794044,,human,UP
FOXM1,,,,,,,,0.0269906651228666,,0.0130109414458274,,0.020000803284347,0.020000803284347,,human,UP
KRT18,,0.0162520334124565,-0.0490798093378543,0.0306174252182245,,,,,,,0.0811890736222267,0.0197446807287633,0.0234347293153405,,human,UP
MIF,,0.0433041118085384,-0.0479532778263092,0.042520310729742,0.0402821898460388,,,,,,,0.0195383336395025,0.0414012502878904,,human,UP
FABP5,,,0.0111831100657582,-0.0118140261620283,,,0.0348293967545032,,,0.0416620671749115,,0.0189651369582861,0.0230062534101307,,human,UP
HSPA8,,0.0432827025651931,0.013002454303205,,0.0511483252048492,,,-0.0212602093815803,-0.0235154293477535,0.0487406402826309,,0.0185664139377574,0.028142578434199,,human,UP
HSP90AA1,,0.0727759674191474,0.0218986831605434,,0.0554188080132007,,-0.0097631923854351,-0.0267932880669832,-0.0547638200223445,0.0620045065879821,0.0234976280480623,0.0180344115942716,0.0226981556043028,,human,UP
CD63,,,0.0356439836323261,0.0448325499892234,,,,,-0.0322242453694343,,,0.0160840960840384,0.0356439836323261,,human,UP
NME1-NME2,,0.0482768900692462,0.032414473593235,0.0161587912589311,0.0274797230958938,,,,-0.0115724792703986,-0.0171244833618402,,0.0159388192308445,0.0218192571774125,,human,UP
TXNDC5,,0.0238793026655912,0.0285340473055839,0.019138915464282,0.0206799693405628,,-0.0176415760070085,,,0.0195035003125667,,0.0156823598469297,0.0200917348265647,,human,UP
FN1,,0.0220939088612794,0.0290751289576292,0.0432013347744941,0.0118698235601186,,0.0196180250495672,0.0229836292564868,,,-0.0454759672284126,0.014766554747309,0.0220939088612794,,human,UP
NGFRAP1,,-0.031192123889923,0.0236749202013015,,-0.0324923619627952,,0.0379513390362262,,0.0636506527662277,0.0242860727012157,,0.0143130831420421,0.0239804964512586,,human,UP
GNG5,,,,0.0338194072246551,,,,-0.0199855212122201,,0.0282798763364553,,0.0140379207829634,0.0282798763364553,,human,UP
RPL37,,,0.0479504503309726,,,,,,-0.0552037693560123,0.049096941947937,,0.0139478743076324,0.0479504503309726,,human,UP
BASP1,,,0.0279850978404283,0.0300980564206838,0.0114691480994224,,,-0.0208335127681493,,0.0202824342995882,,0.0138002447783946,0.0202824342995882,,human,UP
TOMM6,,,-0.0102070057764649,,,,,,0.0201052874326705,0.0306991599500179,,0.0135324805354078,0.0201052874326705,,human,UP
ISG15,,0.0283539220690727,,0.0506235361099243,0.0276109259575605,0.0130171263590455,,,,-0.0546546392142772,,0.0129901742562651,0.0276109259575605,,human,UP
SLC39A6,,0.0609953142702579,-0.0626164078712463,,,,0.0671764314174652,,,,-0.015634560957551,0.0124801942147314,0.0226803766563534,,human,UP
ANXA2,,,0.0357497446238994,,,,,,-0.023625448346138,0.0244271177798509,,0.0121838046858708,0.0244271177798509,,human,UP
LASP1,,0.0308398343622684,,,0.0205637831240892,,,,,-0.015636995434761,,0.0119222073505322,0.0205637831240892,,human,UP
JTB,,0.0220493730157613,,0.0261343959718942,0.0335924662649631,,,,,-0.0367062650620937,,0.0112674925476312,0.0240918844938278,,human,UP
HLA-A,,0.0417262502014637,-0.0379253253340721,,0.0312102250754833,,0.0359922014176845,,-0.0150606865063309,,,0.0111885329708457,0.0312102250754833,,human,UP
UQCRQ,,0.0279619060456752,,0.0226860996335744,,,,,,-0.0177231151610612,,0.0109749635060628,0.0226860996335744,,human,UP
MIR1244-2,,0.0307835843414068,,,0.0334143973886966,,,,-0.0407323129475116,,,0.0078218895941972,0.0307835843414068,,human,UP
SLC25A5,,0.0214215144515037,0.0570761747658252,,0.0214834734797477,,,,-0.0532537400722503,-0.0267419721931219,,0.0039970900863409,0.0214215144515037,,human,UP
COX2,,0.027690490707755,,-0.0480439066886901,0.0308140814304351,,,,,,,0.0034868884831666,0.027690490707755,,human,UP
ASPN,0.0487198084592819,,0.0215360224246978,0.0279010999947786,,-0.0959535986185073,,,,,,0.0005508330650627,0.0247185612097382,0.0487198084592819,human,UP
ATF3,,,,,,,,,-0.3523233532905578,,,-0.3523233532905578,-0.3523233532905578,,human,DOWN
BPIFB1,-0.1906502991914749,,,,,-0.3198502957820892,,,,,,-0.2552502974867821,-0.2552502974867821,-0.1906502991914749,human,DOWN
LINC00993,-0.1924075335264206,,,,,-0.2564799785614013,,,,,,-0.2244437560439109,-0.2244437560439109,-0.1924075335264206,human,DOWN
CST9,-0.161846175789833,,,,,-0.2391417920589447,,,,,,-0.2004939839243888,-0.2004939839243888,-0.161846175789833,human,DOWN
NRXN2,,,,,,,,,,,-0.1440434753894806,-0.1440434753894806,-0.1440434753894806,,human,DOWN
C16orf35,,,,,,,,,,,-0.1346974223852157,-0.1346974223852157,-0.1346974223852157,,human,DOWN
PENK,,,,-0.1339868307113647,,,,,,,,-0.1339868307113647,-0.1339868307113647,,human,DOWN
FOSB,,,,-0.2147228866815567,-0.0212472062557935,,,,-0.1619822382926941,,,-0.1326507770766814,-0.1619822382926941,,human,DOWN
RN7SL2,,,,,,,,-0.1315440833568573,,,,-0.1315440833568573,-0.1315440833568573,,human,DOWN
MGP,,-0.0530293174088001,-0.2920639514923095,,-0.0477564446628093,,,,,,,-0.1309499045213063,-0.0530293174088001,,human,DOWN
IER2,,-0.0376520380377769,-0.0115361008793115,-0.0703922882676124,-0.0484364107251167,,,,-0.4180551171302795,,,-0.1172143910080194,-0.0484364107251167,,human,DOWN
ARSD,,,,,,,,,,,-0.1156819015741348,-0.1156819015741348,-0.1156819015741348,,human,DOWN
ARF1,,,,,,,,,,-0.1127145066857338,,-0.1127145066857338,-0.1127145066857338,,human,DOWN
LCP1,,,,,,,,-0.1124601066112518,,,,-0.1124601066112518,-0.1124601066112518,,human,DOWN
IGHA2,,-0.1996485292911529,-0.0484548360109329,-0.065488576889038,-0.1937674283981323,,,,-0.0356768295168876,,,-0.1086072400212287,-0.065488576889038,,human,DOWN
DNAJA1,,,,,,,,,,,-0.1079671308398246,-0.1079671308398246,-0.1079671308398246,,human,DOWN
ANKRD1,,,,,,,,-0.1054642796516418,,,,-0.1054642796516418,-0.1054642796516418,,human,DOWN
HBA2,,-0.0501516871154308,-0.2090782672166824,,-0.0545165762305259,,,,,,,-0.104582176854213,-0.0545165762305259,,human,DOWN
SERPINA3,,,-0.0977974161505699,,,,,,,,,-0.0977974161505699,-0.0977974161505699,,human,DOWN
TDO2,-0.0975620150566101,,,,,-0.0916665643453598,,,,,,-0.0946142897009849,-0.0946142897009849,-0.0975620150566101,human,DOWN
AZGP1,,-0.106700599193573,-0.0764094740152359,,-0.0970011204481124,,,,,,,-0.0933703978856404,-0.0970011204481124,,human,DOWN
THRSP,-0.0959131047129631,,,,,-0.0890090465545654,,,,,,-0.0924610756337642,-0.0924610756337642,-0.0959131047129631,human,DOWN
CYP2A6,-0.0848985984921455,,,,,-0.0984655916690826,,,,,,-0.091682095080614,-0.091682095080614,-0.0848985984921455,human,DOWN
CFD,,-0.0460722930729389,-0.0107341511175036,-0.2531224191188812,-0.0450742468237876,,,,,,,-0.0887507775332778,-0.0455732699483633,,human,DOWN
ME2,,,,,,,,,,,-0.0887339785695076,-0.0887339785695076,-0.0887339785695076,,human,DOWN
RGL1,,,,-0.0871301889419555,,,,,,,,-0.0871301889419555,-0.0871301889419555,,human,DOWN
DCBLD2,,,,,,,0.012858030386269,,,,-0.185776025056839,-0.0864589973352849,-0.0864589973352849,,human,DOWN
CYP4B1,-0.0755283683538436,,,,,-0.0973589569330215,,,,,,-0.0864436626434326,-0.0864436626434326,-0.0755283683538436,human,DOWN
DSTN,,,,,,,,,,-0.0837563425302505,,-0.0837563425302505,-0.0837563425302505,,human,DOWN
GRIK1-AS1,-0.0673218593001365,,,,,-0.0978632420301437,,,,,,-0.0825925506651401,-0.0825925506651401,-0.0673218593001365,human,DOWN
NFE2L1,,,,,,,0.0229973625391721,,,,-0.1878664344549179,-0.0824345359578728,-0.0824345359578728,,human,DOWN
KRT14,,-0.2230598330497741,-0.023449782282114,,-0.3004587590694427,,0.1599533557891845,,-0.0249975956976413,,,-0.0824025228619575,-0.0249975956976413,,human,DOWN
RHOH,,,,,,,,,,,-0.0816319212317466,-0.0816319212317466,-0.0816319212317466,,human,DOWN
NPY5R,-0.0739057809114456,,,,,-0.0872884765267372,,,,,,-0.0805971287190914,-0.0805971287190914,-0.0739057809114456,human,DOWN
RNF183,-0.0729950740933418,,,,,-0.0876724869012832,,,,,,-0.0803337804973125,-0.0803337804973125,-0.0729950740933418,human,DOWN
F7,,,,,,,,,,,-0.0787952467799186,-0.0787952467799186,-0.0787952467799186,,human,DOWN
SLC1A1,-0.066369242966175,,,,,-0.0896228104829788,,,,,,-0.0779960267245769,-0.0779960267245769,-0.066369242966175,human,DOWN
APOD,0.0185297653079032,-0.1879560947418213,-0.0235225707292556,-0.0875263661146164,-0.2126602381467819,0.0277489647269248,,,,,,-0.0775644232829411,-0.055524468421936,0.0185297653079032,human,DOWN
GPI,,,,,,,,,,-0.0774929448962211,,-0.0774929448962211,-0.0774929448962211,,human,DOWN
RNF12,,,,,,,,,,,-0.0734918117523193,-0.0734918117523193,-0.0734918117523193,,human,DOWN
MMP10,-0.1141799986362457,,,,,-0.0302788205444812,,,,,,-0.0722294095903635,-0.0722294095903635,-0.1141799986362457,human,DOWN
LRRC4C,,,,,,-0.0720948725938797,,,,,,-0.0720948725938797,-0.0720948725938797,,human,DOWN
RGS2,,-0.0788190886378288,0.0111473472788929,,-0.0971611887216568,,,,-0.1228962987661361,,,-0.0719323072116822,-0.0879901386797428,,human,DOWN
SPARCL1,-0.184862419962883,-0.1031804084777832,0.0250802785158157,-0.0753794237971305,-0.0885423272848129,-0.0343085005879402,,,-0.0404145680367946,,,-0.0716581956616469,-0.0753794237971305,-0.184862419962883,human,DOWN
H3F3B,,-0.0874358713626861,,-0.0486277565360069,-0.0991330072283744,,,,-0.1056182757019996,-0.0132679268717765,,-0.0708165675401687,-0.0874358713626861,,human,DOWN
DNALI1,-0.0276777427643537,,,,,-0.1135696023702621,,,,,,-0.0706236725673079,-0.0706236725673079,-0.0276777427643537,human,DOWN
LOC102723517,-0.0715851932764053,,,,,-0.0685798525810241,,,,,,-0.0700825229287147,-0.0700825229287147,-0.0715851932764053,human,DOWN
DNAH5,-0.0475624985992908,,,,,-0.0903745368123054,,,,,,-0.0689685177057981,-0.0689685177057981,-0.0475624985992908,human,DOWN
