gene_symbol,logfc_dz:749,logfc_dz:748,logfc_dz:747,logfc_dz:750,logfc_dz:812,mean_logfc,median_logfc,common_experiment,organism
LTF,,,-0.05988764017820358,,,-0.05988764017820358,-0.05988764017820358,-0.05988764017820358,human
RPL29,,,-0.044004932045936584,,-0.015361816622316837,-0.02968337433412671,-0.02968337433412671,-0.044004932045936584,human
ATP5L,,,-0.029985912144184113,,-0.01462868694216013,-0.02230729954317212,-0.02230729954317212,-0.029985912144184113,human
BIRC2,,,-0.028985226526856422,-0.014435235410928726,,-0.021710230968892574,-0.021710230968892574,-0.028985226526856422,human
ANKRD36B,,,-0.027772143483161926,,-0.04865700751543045,-0.03821457549929619,-0.03821457549929619,-0.027772143483161926,human
PAN3,,,-0.0272004883736372,-0.044762372970581055,-0.045497097074985504,-0.03915331947306792,-0.044762372970581055,-0.0272004883736372,human
DEFA4,,,-0.027039909735322,-0.03202184662222862,,-0.02953087817877531,-0.02953087817877531,-0.027039909735322,human
YPEL5,,,-0.02666943520307541,-0.04307233914732933,-0.051131732761859894,-0.04029116903742155,-0.04307233914732933,-0.02666943520307541,human
PRDX5,,,-0.025964288040995598,,-0.012619266286492348,-0.019291777163743973,-0.019291777163743973,-0.025964288040995598,human
QARS,,,-0.025801829993724823,,-0.05214303359389305,-0.03897243179380894,-0.03897243179380894,-0.025801829993724823,human
