gene_symbol,logfc_dz:592,logfc_dz:521,logfc_dz:520,logfc_dz:522,logfc_dz:519,logfc_dz:524,logfc_dz:523,mean_logfc,median_logfc,common_experiment,organism
NFKBIA,0.02075190842151642,-0.016551140695810318,,,,,0.018225543200969696,0.0074754369755585985,0.018225543200969696,0.02075190842151642,human
VPS51,0.020689496770501137,,,,,,,0.020689496770501137,0.020689496770501137,0.020689496770501137,human
SSR4,0.02059238962829113,,,,,,,0.02059238962829113,0.02059238962829113,0.02059238962829113,human
ATF4,0.0205258559435606,,,,,,,0.0205258559435606,0.0205258559435606,0.0205258559435606,human
RPL17,0.02046860381960869,,,,,,,0.02046860381960869,0.02046860381960869,0.02046860381960869,human
RPL10,0.020443815737962723,,,0.01872416026890278,-0.028606025502085686,,-0.02514699287712574,-0.003646260593086481,-0.0032114163041114807,0.020443815737962723,human
ZCCHC24,0.020290233194828033,,,,,,,0.020290233194828033,0.020290233194828033,0.020290233194828033,human
RELN,0.020158400759100914,,,,,,-0.017465166747570038,0.001346617005765438,0.001346617005765438,0.020158400759100914,human
CUEDC2,0.02010071836411953,,,,,,,0.02010071836411953,0.02010071836411953,0.02010071836411953,human
FAM19A1,0.020045142620801926,,,,,,,0.020045142620801926,0.020045142620801926,0.020045142620801926,human
UQCRH,0.020028715953230858,,,,,,,0.020028715953230858,0.020028715953230858,0.020028715953230858,human
CD81,0.02001110464334488,0.049375832080841064,0.029574494808912277,0.0686417743563652,,0.021859275177121162,0.016162743791937828,0.03427087080975374,0.02571688499301672,0.02001110464334488,human
RPL10A,0.0199264083057642,,,,,,,0.0199264083057642,0.0199264083057642,0.0199264083057642,human
MYL6B,0.019859477877616882,,,,,,,0.019859477877616882,0.019859477877616882,0.019859477877616882,human
HS3ST4,0.019534772261977196,,,,,,,0.019534772261977196,0.019534772261977196,0.019534772261977196,human
PINK1,0.019459158182144165,,,,,,,0.019459158182144165,0.019459158182144165,0.019459158182144165,human
PGAM1,0.019418839365243912,,,,,,,0.019418839365243912,0.019418839365243912,0.019418839365243912,human
SERF2,0.019336845725774765,,,,,,,0.019336845725774765,0.019336845725774765,0.019336845725774765,human
RPL18AP3,0.01933404803276062,,,,,,,0.01933404803276062,0.01933404803276062,0.01933404803276062,human
EEF2,0.019282344728708267,-0.021135196089744568,,,-0.03807168826460838,,,-0.013308179875214895,-0.021135196089744568,0.019282344728708267,human
PEG3,0.019233088940382004,,,,,,,0.019233088940382004,0.019233088940382004,0.019233088940382004,human
PTPRZ1,0.01907953992486,,,,,,,0.01907953992486,0.01907953992486,0.01907953992486,human
CHCHD2,0.01896611973643303,,,,,,,0.01896611973643303,0.01896611973643303,0.01896611973643303,human
NDUFB11,0.01896338351070881,,,,-0.02107454463839531,,,-0.0010555805638432503,-0.0010555805638432503,0.01896338351070881,human
SCRG1,0.01892130635678768,,,,,,,0.01892130635678768,0.01892130635678768,0.01892130635678768,human
PDXP,0.0188827496021986,,,,,,,0.0188827496021986,0.0188827496021986,0.0188827496021986,human
TP53INP2,0.01878024823963642,,,,,,,0.01878024823963642,0.01878024823963642,0.01878024823963642,human
TRMT112,0.018446335569024086,,,,,-0.02104320377111435,,-0.0012984341010451317,-0.0012984341010451317,0.018446335569024086,human
TAGLN3,0.01838521659374237,-0.025455353781580925,-0.054532334208488464,-0.03782566264271736,-0.033830203115940094,-0.042793743312358856,-0.0419948510825634,-0.031149561649986675,-0.03782566264271736,0.01838521659374237,human
LOC100288778,0.018228091299533844,,,,,,,0.018228091299533844,0.018228091299533844,0.018228091299533844,human
TRIM39-RPP21,0.018223216757178307,,,,,,,0.018223216757178307,0.018223216757178307,0.018223216757178307,human
CARNS1,0.01820526085793972,,,,,,,0.01820526085793972,0.01820526085793972,0.01820526085793972,human
COX5B,0.01809128001332283,-0.034008827060461044,,,-0.04900753125548363,,-0.043387819081544876,-0.02707822434604168,-0.03869832307100296,0.01809128001332283,human
QARS,0.01788387820124626,,,,,,,0.01788387820124626,0.01788387820124626,0.01788387820124626,human
TMEM14B,0.017757011577486992,0.025059446692466736,,,,,-0.014955210499465466,0.009287082590162754,0.017757011577486992,0.017757011577486992,human
