gene_symbol,mean_logfc,median_logfc,common_experiment,organism,signature_type
HEATR5B,0.0962622426368237,0.0962622426368237,0.0962622426368237,human,UP
RPL23,0.0959055865857947,0.0959055865857947,0.0959055865857947,human,UP
LRP5,0.0954868225291616,0.0954868225291616,0.0954868225291616,human,UP
CENPC,0.0950583308965011,0.0950583308965011,0.0950583308965011,human,UP
ESR1,0.0948276217180027,0.0948276217180027,0.0948276217180027,human,UP
EMP2,0.0945895005229709,0.0945895005229709,0.0945895005229709,human,UP
SCYL2,0.0943719176249881,0.0943719176249881,0.0943719176249881,human,UP
TBRG1,0.0942445091718875,0.0942445091718875,0.0942445091718875,human,UP
C1orf21,0.0941431978914031,0.0941431978914031,0.0941431978914031,human,UP
IFT88,0.093872796702016,0.093872796702016,0.093872796702016,human,UP
TSHZ2,0.093733861934473,0.093733861934473,0.093733861934473,human,UP
IFT172,0.0932482333763875,0.0932482333763875,0.0932482333763875,human,UP
WAC,0.093024842363909,0.093024842363909,0.093024842363909,human,UP
CCDC170,0.0930076707644742,0.0930076707644742,0.0930076707644742,human,UP
KCNE1,0.0920526613906754,0.0920526613906754,0.0920526613906754,human,UP
STAG3,0.0917229515725552,0.0917229515725552,0.0917229515725552,human,UP
MAP7D1,0.0902001403390121,0.0902001403390121,0.0902001403390121,human,UP
LBR,0.0900345142564714,0.0900345142564714,0.0900345142564714,human,UP
FOXA2,0.0892632123587396,0.0892632123587396,0.0892632123587396,human,UP
B3GNTL1,0.0887019678278222,0.0887019678278222,0.0887019678278222,human,UP
SOCS6,0.0884760299877345,0.0884760299877345,0.0884760299877345,human,UP
FKBP8,0.0883516171601984,0.0883516171601984,0.0883516171601984,human,UP
GADD45GIP1,0.0876700628125413,0.0876700628125413,0.0876700628125413,human,UP
